form,lang,count,per_thousand,stopword
æneis,grc,2,0.14,no
æquus,grc,2,0.14,no
agillimus,grc,2,0.14,no
agrestis,grc,2,0.14,no
al,grc,2,0.14,no
albus,grc,2,0.14,no
aliam,grc,2,0.14,no
alimentu2um,grc,2,0.14,no
alios,grc,2,0.14,no
aliquando,grc,2,0.14,no
aliquo,grc,2,0.14,no
alteru2um,grc,2,0.14,no
am,grc,2,0.14,no
analogia2am,grc,2,0.14,no
anchisades,grc,2,0.14,no
anchisiades,grc,2,0.14,no
anguis,grc,2,0.14,no
animaliu2um,grc,2,0.14,no
animi,grc,2,0.14,no
animo,grc,2,0.14,no
annos,grc,2,0.14,no
annus,grc,2,0.14,no
ante penultimu2um,grc,2,0.14,no
antepenul¯ultimum,grc,2,0.14,no
antepenultima,grc,2,0.14,no
antepenultimu2um,grc,2,0.14,no
anterior,grc,2,0.14,no
antoniaster,grc,2,0.14,no
apollo,grc,2,0.14,no
appellantur,grc,2,0.14,no
appellatiuæ,grc,2,0.14,no
appellatiuu2um,grc,2,0.14,no
ara,grc,2,0.14,no
arbor,grc,2,0.14,no
arduior,grc,2,0.14,no
arpinas,grc,2,0.14,no
articulis,grc,2,0.14,no
articulu2um,grc,2,0.14,no
articulus,grc,2,0.14,no
asper,grc,2,0.14,no
asperitas,grc,2,0.14,no
aspiratione8em,grc,2,0.14,no
asse,grc,2,0.14,no
assumptu2um,grc,2,0.14,no
atheniensis,grc,2,0.14,no
auctores,grc,2,0.14,no
audacior,grc,2,0.14,no
audeo,grc,2,0.14,no
auget,grc,2,0.14,no
bellu2um,grc,2,0.14,no
bellus,grc,2,0.14,no
bene,grc,2,0.14,no
breue2em,grc,2,0.14,no
bris,grc,2,0.14,no
bus,grc,2,0.14,no
c¯compositione2em,grc,2,0.14,no
c¯coniugationis,grc,2,0.14,no
c¯coniunctim,grc,2,0.14,no
c¯coniunctioni,grc,2,0.14,no
c¯consonans,grc,2,0.14,no
c¯consonantibus,grc,2,0.14,no
c¯conuersa,grc,2,0.14,no
c¯conuertunt,grc,2,0.14,no
cælu2um,grc,2,0.14,no
candeo,grc,2,0.14,no
cantilena,grc,2,0.14,no
cantus,grc,2,0.14,no
capra,grc,2,0.14,no
carentib;bus,grc,2,0.14,no
centeni,grc,2,0.14,no
centesimus,grc,2,0.14,no
ceruical,grc,2,0.14,no
cesar,grc,2,0.14,no
cesarianus,grc,2,0.14,no
ceteræ,grc,2,0.14,no
ceteris,grc,2,0.14,no
cio,grc,2,0.14,no
citimus,grc,2,0.14,no
cius,grc,2,0.14,no
clari,grc,2,0.14,no
co2omparationes,grc,2,0.14,no
co2omparationis,grc,2,0.14,no
co2omparatiuum,grc,2,0.14,no
co2ompositione,grc,2,0.14,no
cognoscitur,grc,2,0.14,no
collectiua,grc,2,0.14,no
colu2umna,grc,2,0.14,no
columella,grc,2,0.14,no
comitia,grc,2,0.14,no
communia,grc,2,0.14,no
composita,grc,2,0.14,no
compositu2um,grc,2,0.14,no
congrue,grc,2,0.14,no
coniunctione,grc,2,0.14,no
conparari,grc,2,0.14,no
consonantes,grc,2,0.14,no
constructe,grc,2,0.14,no
contraria,grc,2,0.14,no
conuerti,grc,2,0.14,no
conuertunt,grc,2,0.14,no
cor¯orreptam,grc,2,0.14,no
cornelii,grc,2,0.14,no
corporales,grc,2,0.14,no
corporis,grc,2,0.14,no
correpta,grc,2,0.14,no
corripit,grc,2,0.14,no
corrupto,grc,2,0.14,no
cras,grc,2,0.14,no
creatura,grc,2,0.14,no
creaturas,grc,2,0.14,no
creaturis,grc,2,0.14,no
cubile,grc,2,0.14,no
cuius libet,grc,2,0.14,no
cuiuscu2umq;que,grc,2,0.14,no
cuncta,grc,2,0.14,no
curialis,grc,2,0.14,no
currit,grc,2,0.14,no
cursus,grc,2,0.14,no
custodia,grc,2,0.14,no
custodio,grc,2,0.14,no
d,grc,2,0.14,no
datiui,grc,2,0.14,no
datur,grc,2,0.14,no
debent,grc,2,0.14,no
debet,grc,2,0.14,no
debuerat,grc,2,0.14,no
dece2em,grc,2,0.14,no
decurio,grc,2,0.14,no
definitione,grc,2,0.14,no
deminutiua,grc,2,0.14,no
demonstrant,grc,2,0.14,no
deni,grc,2,0.14,no
deriuatiuoru2um,grc,2,0.14,no
descendit,grc,2,0.14,no
descendunt,grc,2,0.14,no
desit,grc,2,0.14,no
deteris,grc,2,0.14,no
dextimus,grc,2,0.14,no
dica2am,grc,2,0.14,no
dicatur,grc,2,0.14,no
diceretur,grc,2,0.14,no
dicimus,grc,2,0.14,no
dicit¯tur,grc,2,0.14,no
dico,grc,2,0.14,no
dictr¯citur,grc,2,0.14,no
die,grc,2,0.14,no
diomede,grc,2,0.14,no
diomedes,grc,2,0.14,no
dis,grc,2,0.14,no
distat,grc,2,0.14,no
disyllabu2um,grc,2,0.14,no
diuidua,grc,2,0.14,no
diurnus,grc,2,0.14,no
dixisset,grc,2,0.14,no
doceo,grc,2,0.14,no
docibilis,grc,2,0.14,no
docilis,grc,2,0.14,no
docte,grc,2,0.14,no
doctissimus,grc,2,0.14,no
doctius,grc,2,0.14,no
domus,grc,2,0.14,no
dulcius,grc,2,0.14,no
duplicant,grc,2,0.14,no
dupundius,grc,2,0.14,no
duritia,grc,2,0.14,no
durus,grc,2,0.14,no
e¯est,grc,2,0.14,no
"eademthere is a sign over the initial ""e"" looking like an acute accent. it might be a stress mark.",grc,2,0.14,no
edilis,grc,2,0.14,no
edis,grc,2,0.14,no
egenus,grc,2,0.14,no
eisde2em,grc,2,0.14,no
ellu2um,grc,2,0.14,no
ellus,grc,2,0.14,no
en,grc,2,0.14,no
ens,grc,2,0.14,no
euentu,grc,2,0.14,no
excellentia2am,grc,2,0.14,no
excellere,grc,2,0.14,no
exceptis,grc,2,0.14,no
exul,grc,2,0.14,no
exulo,grc,2,0.14,no
fac¯faciunt,grc,2,0.14,no
facio,grc,2,0.14,no
facticia,grc,2,0.14,no
facturis,grc,2,0.14,no
familia,grc,2,0.14,no
felix,grc,2,0.14,no
fem¯feminina,grc,2,0.14,no
fem¯feminini,grc,2,0.14,no
fere,grc,2,0.14,no
fero,grc,2,0.14,no
fiat,grc,2,0.14,no
figura,grc,2,0.14,no
filii,grc,2,0.14,no
filios,grc,2,0.14,no
fimus,grc,2,0.14,no
fixa,grc,2,0.14,no
fons,grc,2,0.14,no
formis,grc,2,0.14,no
formosus,grc,2,0.14,no
forti,grc,2,0.14,no
fortuna,grc,2,0.14,no
fruge,grc,2,0.14,no
fuisset,grc,2,0.14,no
futuri,grc,2,0.14,no
futuro,grc,2,0.14,no
generationis,grc,2,0.14,no
generibus,grc,2,0.14,no
genitiuis,grc,2,0.14,no
gente,grc,2,0.14,no
gentilia,grc,2,0.14,no
gn,grc,2,0.14,no
gneus,grc,2,0.14,no
go,grc,2,0.14,no
gradui,grc,2,0.14,no
græci,grc,2,0.14,no
grandiusculus,grc,2,0.14,no
grecoru2um,grc,2,0.14,no
grecus,grc,2,0.14,no
habetur,grc,2,0.14,no
hac,grc,2,0.14,no
hec,grc,2,0.14,no
herba,grc,2,0.14,no
herbidus,grc,2,0.14,no
hercules,grc,2,0.14,no
hispania,grc,2,0.14,no
hispanus,grc,2,0.14,no
homines,grc,2,0.14,no
homunculus,grc,2,0.14,no
honor,grc,2,0.14,no
hortus,grc,2,0.14,no
horu2um,grc,2,0.14,no
humanus,grc,2,0.14,no
ias,grc,2,0.14,no
idem,grc,2,0.14,no
igniculus,grc,2,0.14,no
il,grc,2,0.14,no
illæ,grc,2,0.14,no
illis,grc,2,0.14,no
illoru2um,grc,2,0.14,no
illos,grc,2,0.14,no
illus,grc,2,0.14,no
inæqualiter,grc,2,0.14,no
incipiunt,grc,2,0.14,no
indeclinabilia,grc,2,0.14,no
infernus,grc,2,0.14,no
infidelitatis,grc,2,0.14,no
infinitis,grc,2,0.14,no
inponitur,grc,2,0.14,no
integra,grc,2,0.14,no
intellectu2um,grc,2,0.14,no
interiectio,grc,2,0.14,no
inueniatur,grc,2,0.14,no
ipso,grc,2,0.14,no
ipsos,grc,2,0.14,no
ipsum,grc,2,0.14,no
istoru2um,grc,2,0.14,no
italia,grc,2,0.14,no
iulius,grc,2,0.14,no
iuncta,grc,2,0.14,no
iungi,grc,2,0.14,no
iungunt,grc,2,0.14,no
iure,grc,2,0.14,no
ius,grc,2,0.14,no
iustitia,grc,2,0.14,no
iustus,grc,2,0.14,no
iuuenis,grc,2,0.14,no
ix,grc,2,0.14,no
ke,grc,2,0.14,no
lacus,grc,2,0.14,no
lateo,grc,2,0.14,no
latine,grc,2,0.14,no
latro,grc,2,0.14,no
laureolu2um,grc,2,0.14,no
lecti,grc,2,0.14,no
lego,grc,2,0.14,no
lepos,grc,2,0.14,no
leus,grc,2,0.14,no
lex,grc,2,0.14,no
libertas,grc,2,0.14,no
libra,grc,2,0.14,no
ligo,grc,2,0.14,no
localis,grc,2,0.14,no
locu2um,grc,2,0.14,no
locuples,grc,2,0.14,no
longinquus,grc,2,0.14,no
lucanus,grc,2,0.14,no
lucellu2um,grc,2,0.14,no
lucius,grc,2,0.14,no
lucus,grc,2,0.14,no
luo,grc,2,0.14,no
lux,grc,2,0.14,no
m,grc,2,0.14,no
magnanimus,grc,2,0.14,no
malus,grc,2,0.14,no
mancinus,grc,2,0.14,no
mancus,grc,2,0.14,no
martius,grc,2,0.14,no
"masculinusthere is a macron sign over the ""i"" to mark the vowel's long quantity.",grc,2,0.14,no
maternis,grc,2,0.14,no
matrib;bus,grc,2,0.14,no
maxilla,grc,2,0.14,no
maximus,grc,2,0.14,no
media,grc,2,0.14,no
medio,grc,2,0.14,no
mediocrior,grc,2,0.14,no
mediocris,grc,2,0.14,no
mediocrissimus,grc,2,0.14,no
mensis,grc,2,0.14,no
meror,grc,2,0.14,no
mestus,grc,2,0.14,no
millesimus,grc,2,0.14,no
minime,grc,2,0.14,no
minimus,grc,2,0.14,no
minuit,grc,2,0.14,no
mobilis,grc,2,0.14,no
modis,grc,2,0.14,no
monosyllaba,grc,2,0.14,no
multas,grc,2,0.14,no
multi,grc,2,0.14,no
municipiu2um,grc,2,0.14,no
mus,grc,2,0.14,no
mutantia,grc,2,0.14,no
mutatione,grc,2,0.14,no
mutato,grc,2,0.14,no
mutina,grc,2,0.14,no
mutis,grc,2,0.14,no
mutoru2um,grc,2,0.14,no
na2amq;que,grc,2,0.14,no
neu¯eutrum,grc,2,0.14,no
neu¯neutra,grc,2,0.14,no
nihilo,grc,2,0.14,no
nimus,grc,2,0.14,no
nocte,grc,2,0.14,no
nocturnus,grc,2,0.14,no
nominantes,grc,2,0.14,no
nominata,grc,2,0.14,no
nominati,grc,2,0.14,no
nominatiuu2um,grc,2,0.14,no
notamen,grc,2,0.14,no
notas,grc,2,0.14,no
notha,grc,2,0.14,no
nouies,grc,2,0.14,no
nouissimus,grc,2,0.14,no
nouo,grc,2,0.14,no
nu2um,grc,2,0.14,no
nullu2um,grc,2,0.14,no
numeralis,grc,2,0.14,no
numeroru2um,grc,2,0.14,no
nunc,grc,2,0.14,no
nundinu2um,grc,2,0.14,no
ŋproducit,grc,2,0.14,no
ŋpronominu2um,grc,2,0.14,no
ŋprope,grc,2,0.14,no
ŋproprium,grc,2,0.14,no
ŋproximus,grc,2,0.14,no
octies,grc,2,0.14,no
octoginta,grc,2,0.14,no
oculus,grc,2,0.14,no
officiis,grc,2,0.14,no
ola,grc,2,0.14,no
olu2um,grc,2,0.14,no
oma¯omnia,grc,2,0.14,no
onoma,grc,2,0.14,no
onus,grc,2,0.14,no
optimas,grc,2,0.14,no
optimatis,grc,2,0.14,no
ordinales,grc,2,0.14,no
ordinalis,grc,2,0.14,no
ordinis,grc,2,0.14,no
ore,grc,2,0.14,no
ostendens,grc,2,0.14,no
p¯predicta,grc,2,0.14,no
p¯prenomina,grc,2,0.14,no
p¯preponi,grc,2,0.14,no
p¯presidiu2um,grc,2,0.14,no
pagina,grc,2,0.14,no
pandidus,grc,2,0.14,no
pando,grc,2,0.14,no
pandus,grc,2,0.14,no
parco,grc,2,0.14,no
parte2em,grc,2,0.14,no
participes,grc,2,0.14,no
participialibus,grc,2,0.14,no
participialis,grc,2,0.14,no
participii,grc,2,0.14,no
partis,grc,2,0.14,no
passione2em,grc,2,0.14,no
patri,grc,2,0.14,no
patulus,grc,2,0.14,no
paucis,grc,2,0.14,no
pauper,grc,2,0.14,no
pauxillus,grc,2,0.14,no
pauþper,grc,2,0.14,no
peliades,grc,2,0.14,no
pelias,grc,2,0.14,no
penetrabilis,grc,2,0.14,no
penetro,grc,2,0.14,no
penul¯ultimum,grc,2,0.14,no
pietas,grc,2,0.14,no
plenu2um,grc,2,0.14,no
plerosq;que,grc,2,0.14,no
pluralia,grc,2,0.14,no
plusculus,grc,2,0.14,no
poeta,grc,2,0.14,no
poetica,grc,2,0.14,no
polyonyma,grc,2,0.14,no
pompeianus,grc,2,0.14,no
ponantur,grc,2,0.14,no
"ponethere is a macron sign over the final ""e"" (""ponē"") to mark the vowel's long quantity.",grc,2,0.14,no
ponimus,grc,2,0.14,no
populi,grc,2,0.14,no
populus,grc,2,0.14,no
porta,grc,2,0.14,no
possessione2em,grc,2,0.14,no
potior,grc,2,0.14,no
potuerat,grc,2,0.14,no
prænomen,grc,2,0.14,no
preteriti,grc,2,0.14,no
priamides,grc,2,0.14,no
primatis,grc,2,0.14,no
primo,grc,2,0.14,no
principalia,grc,2,0.14,no
priscianus,grc,2,0.14,no
pronomina,grc,2,0.14,no
propria,grc,2,0.14,no
prudens,grc,2,0.14,no
prudentior,grc,2,0.14,no
puer,grc,2,0.14,no
pugil,grc,2,0.14,no
pulcer,grc,2,0.14,no
pyrrhus,grc,2,0.14,no
quacu2umq;que,grc,2,0.14,no
quadrigæ,grc,2,0.14,no
qualibet,grc,2,0.14,no
qualitate2em,grc,2,0.14,no
quamuis,grc,2,0.14,no
quantu2um,grc,2,0.14,no
quarta,grc,2,0.14,no
quarte,grc,2,0.14,no
quaru2um,grc,2,0.14,no
quater,grc,2,0.14,no
quem,grc,2,0.14,no
quis,grc,2,0.14,no
quoq;que,grc,2,0.14,no
quot,grc,2,0.14,no
quotus,grc,2,0.14,no
ratio,grc,2,0.14,no
ratione2em,grc,2,0.14,no
re,grc,2,0.14,no
rebus,grc,2,0.14,no
recipere,grc,2,0.14,no
recipit,grc,2,0.14,no
rege,grc,2,0.14,no
regib;bus,grc,2,0.14,no
regionu2um,grc,2,0.14,no
regis,grc,2,0.14,no
rego,grc,2,0.14,no
regulus,grc,2,0.14,no
remus,grc,2,0.14,no
romani,grc,2,0.14,no
"romanusthere is a macron sign over the ""a"" to mark the vowel's long quantity.",grc,2,0.14,no
romulus,grc,2,0.14,no
rusticanus,grc,2,0.14,no
sæpe,grc,2,0.14,no
sagana,grc,2,0.14,no
saluber,grc,2,0.14,no
samnis,grc,2,0.14,no
satur,grc,2,0.14,no
scientia,grc,2,0.14,no
scit,grc,2,0.14,no
scriba,grc,2,0.14,no
scribitur,grc,2,0.14,no
sederit,grc,2,0.14,no
senator,grc,2,0.14,no
senio,grc,2,0.14,no
senior,grc,2,0.14,no
sensu,grc,2,0.14,no
sensu8um,grc,2,0.14,no
separatur,grc,2,0.14,no
sepes,grc,2,0.14,no
sepio,grc,2,0.14,no
septies,grc,2,0.14,no
septimana,grc,2,0.14,no
sergiolus,grc,2,0.14,no
sermone,grc,2,0.14,no
seruantes,grc,2,0.14,no
seruantia,grc,2,0.14,no
seruat,grc,2,0.14,no
sexies,grc,2,0.14,no
sextus,grc,2,0.14,no
significantia,grc,2,0.14,no
significationem,grc,2,0.14,no
silua,grc,2,0.14,no
siluula,grc,2,0.14,no
similitudinis,grc,2,0.14,no
singuli,grc,2,0.14,no
sinister,grc,2,0.14,no
sinistimus,grc,2,0.14,no
sola,grc,2,0.14,no
sola2am,grc,2,0.14,no
solum,grc,2,0.14,no
sono,grc,2,0.14,no
sonu2um,grc,2,0.14,no
specieb;bus,grc,2,0.14,no
spuma,grc,2,0.14,no
spumosus,grc,2,0.14,no
stabilis,grc,2,0.14,no
stat,grc,2,0.14,no
strenuior,grc,2,0.14,no
sub,grc,2,0.14,no
substantie,grc,2,0.14,no
suis,grc,2,0.14,no
sumuntur,grc,2,0.14,no
suoru2um,grc,2,0.14,no
superior,grc,2,0.14,no
supradictæ,grc,2,0.14,no
supradictas,grc,2,0.14,no
suu2um,grc,2,0.14,no
suþperficiem,grc,2,0.14,no
syll¯yllabas,grc,2,0.14,no
syneresin,grc,2,0.14,no
synonyma,grc,2,0.14,no
tego,grc,2,0.14,no
tellus,grc,2,0.14,no
temporalis,grc,2,0.14,no
tempus,grc,2,0.14,no
ter,grc,2,0.14,no
tes,grc,2,0.14,no
testa,grc,2,0.14,no
tia,grc,2,0.14,no
"tibicenthere is a macron over the second ""i"" of ""tibīcen"" to mark the vowel's long quantity.",grc,2,0.14,no
tiburs,grc,2,0.14,no
timarchides,grc,2,0.14,no
tis,grc,2,0.14,no
togatus,grc,2,0.14,no
tonitru,grc,2,0.14,no
totum,grc,2,0.14,no
transire,grc,2,0.14,no
tria,grc,2,0.14,no
trib;bus,grc,2,0.14,no
tribunus,grc,2,0.14,no
triformis,grc,2,0.14,no
tu,grc,2,0.14,no
ualde,grc,2,0.14,no
uariæ,grc,2,0.14,no
uenerint,grc,2,0.14,no
uerbi,grc,2,0.14,no
uerbum,grc,2,0.14,no
uersus,grc,2,0.14,no
uertunt,grc,2,0.14,no
uetustissimi,grc,2,0.14,no
uigil,grc,2,0.14,no
uigilo,grc,2,0.14,no
uillu2um,grc,2,0.14,no
uincit,grc,2,0.14,no
uinetu2um,grc,2,0.14,no
uinu2um,grc,2,0.14,no
uirgi¯gilius,grc,2,0.14,no
uita,grc,2,0.14,no
ul,grc,2,0.14,no
ullu2um,grc,2,0.14,no
ultimu2um,grc,2,0.14,no
ultimus,grc,2,0.14,no
ulu2um,grc,2,0.14,no
uluel,grc,2,0.14,no
unguis,grc,2,0.14,no
ungula,grc,2,0.14,no
uocabulu2um,grc,2,0.14,no
uocalis,grc,2,0.14,no
uocantur,grc,2,0.14,no
uoce,grc,2,0.14,no
usi,grc,2,0.14,no
uterq;que,grc,2,0.14,no
utraq;que,grc,2,0.14,no
utru2umq;que,grc,2,0.14,no
ximus,grc,2,0.14,no
þpermittit,grc,2,0.14,no
þpersona2am,grc,2,0.14,no
þpersonis,grc,2,0.14,no
þpertinet,grc,2,0.14,no
"÷estthis allograph of the ""÷"" grapheme (logograph for ""est"") has a comma-like sign below the horizonta line and a regular dot above that line.",grc,1,0.07,no
"¢quib;busthe ""¢"" grapheme is hardly readable because it was partly cropped in the digital reproduction of the manuscript.",grc,1,0.07,no
¢quic¢quid,grc,1,0.07,no
¢quidem,grc,1,0.07,no
¢quinarius,grc,1,0.07,no
¢quincunx,grc,1,0.07,no
¢quingenarius,grc,1,0.07,no
¢quingeni,grc,1,0.07,no
¢quingentenarius,grc,1,0.07,no
¢quingenteni,grc,1,0.07,no
¢quingentesimus,grc,1,0.07,no
¢quingesimus,grc,1,0.07,no
¢quinideni,grc,1,0.07,no
¢quinq;que uir,grc,1,0.07,no
¢quinquagenarius,grc,1,0.07,no
¢quinquagessis,grc,1,0.07,no
¢quinquagies,grc,1,0.07,no
¢quintilis,grc,1,0.07,no
¢quirinus,grc,1,0.07,no
¢quisq;que,grc,1,0.07,no
abarere,grc,1,0.07,no
abiciunt,grc,1,0.07,no
"abienuson the possible meanings of this word, see keil's apparatus to the source of this passage, priscian ars grammatica, k 2.75.19. priscian's manuscripts tend to agree on ""abienus"". codex h (""cod. bibl. gymn. halberstadiensis, lutherius krehlii"") has a glossa saying ""nomen poetae"".",grc,1,0.07,no
abluuntur,grc,1,0.07,no
accentus,grc,1,0.07,no
acceperit,grc,1,0.07,no
acceperunt,grc,1,0.07,no
acceptæ,grc,1,0.07,no
acceptus,grc,1,0.07,no
accidentib;bus,grc,1,0.07,no
accidentiis,grc,1,0.07,no
accidentiu2um,grc,1,0.07,no
accipiens,grc,1,0.07,no
acco2ommodata,grc,1,0.07,no
accusatiuis,grc,1,0.07,no
acernus,grc,1,0.07,no
acerræ,grc,1,0.07,no
acerranus,grc,1,0.07,no
aceste,grc,1,0.07,no
achaeos,grc,1,0.07,no
achilleios,grc,1,0.07,no
achilleus,grc,1,0.07,no
achillis,grc,1,0.07,no
achiuus,grc,1,0.07,no
acies,grc,1,0.07,no
aco2omparabilis,grc,1,0.07,no
acre,grc,1,0.07,no
"acredothere is a macron sign over the ""e"" (""acrēdo"") to mark the vowel's long quantity.",grc,1,0.07,no
acri,grc,1,0.07,no
acrior,grc,1,0.07,no
acrisione,grc,1,0.07,no
"acrisioneakeil (priscian, ars grammatica, k 2.68.11, the direct source of this passage) chooses the reading ""ab acrisione"", but in the apparatus criticus he mentions the reading ""acrisionea"" from codices h (""cod. bibl. gymn. halberstadiensis, lutherius krehlii""), and r (""cod. bibl. imp. paris. 7496"", second hand).",grc,1,0.07,no
acrisioneis,grc,1,0.07,no
acrisios,grc,1,0.07,no
acrius,grc,1,0.07,no
actionem,grc,1,0.07,no
actu2um,grc,1,0.07,no
acu,grc,1,0.07,no
acuitur,grc,1,0.07,no
acumen,grc,1,0.07,no
acuo,grc,1,0.07,no
acus,grc,1,0.07,no
adbreuiatio,grc,1,0.07,no
adductu2um,grc,1,0.07,no
adfirmant,grc,1,0.07,no
adherens,grc,1,0.07,no
adici,grc,1,0.07,no
adiciatur,grc,1,0.07,no
adiciens,grc,1,0.07,no
adicitur,grc,1,0.07,no
adiciuntur,grc,1,0.07,no
adimpletur,grc,1,0.07,no
adiungebant,grc,1,0.07,no
adiungi,grc,1,0.07,no
adiunguntur,grc,1,0.07,no
admitti,grc,1,0.07,no
admittier,grc,1,0.07,no
adnumerabant,grc,1,0.07,no
adprime,grc,1,0.07,no
"adrestinethere is a macron sign over the ""i"" to mark the vowel's long quantity.",grc,1,0.07,no
adrestos,grc,1,0.07,no
adrianus,grc,1,0.07,no
adsimilantis,grc,1,0.07,no
adsimilatio,grc,1,0.07,no
adsimilatur,grc,1,0.07,no
adsimilatus,grc,1,0.07,no
adsu2umpsit,grc,1,0.07,no
adsu2umptis,grc,1,0.07,no
adsumentia,grc,1,0.07,no
adsumpserunt,grc,1,0.07,no
adsumpsit,grc,1,0.07,no
adsumpta,grc,1,0.07,no
"adsumptathe grapheme ""s"" is oddly superimposed over the grapheme ""d"".",grc,1,0.07,no
adtendamus,grc,1,0.07,no
adtendenda,grc,1,0.07,no
aduecti,grc,1,0.07,no
aduecticius,grc,1,0.07,no
aduectus,grc,1,0.07,no
aduena,grc,1,0.07,no
aduenio,grc,1,0.07,no
aduerbialia,grc,1,0.07,no
aduerbialis,grc,1,0.07,no
aduerbialiu2um,grc,1,0.07,no
"aduerbiu2umthe word is almost completely illegible, but it seems that the last grapheme is a ""a"", above which a ""u"" was written, so probably the original version was ""aduerbia"", and a second hand corrected it to ""aduerbium"" to make it agree with the verb.",grc,1,0.07,no
aduerbium,grc,1,0.07,no
adulationis,grc,1,0.07,no
adulescens,grc,1,0.07,no
adulescentis,grc,1,0.07,no
adulescentulus,grc,1,0.07,no
adulter,grc,1,0.07,no
adulterinus,grc,1,0.07,no
ænea,grc,1,0.07,no
"æneadesthere is a ^ sign over the ""e"" (the ""e"" between the ""n"" and the ""a""), probably marking the long quantity of the letter.",grc,1,0.07,no
"æneasthere is a ^ sign over the ""e"" (the ""e"" between the ""n"" and the ""a""), probably marking the long quantity of the letter.",grc,1,0.07,no
"æneidesthere is a macron sign over the ""i"" to mark the vowel's long quantity.",grc,1,0.07,no
æneus,grc,1,0.07,no
"ænidesthere is a ^ mark over the ""n"".",grc,1,0.07,no
"ænidesthere is a ^ sign over the ""i"" (""ænîdes""), probably marking the long quantity of the letter.",grc,1,0.07,no
"ænidesthere is a ^ sign over the ""i"" (the ""i"" between the ""n"" and the ""d""), probably marking the long quantity of the letter.",grc,1,0.07,no
"ænidesthere is a macron sign over the ""i"" to mark the vowel's long quantity.",grc,1,0.07,no
æqųquo,grc,1,0.07,no
"aernote that since here ""ae"" is no diphthong, it is written with two separate graphemes ""a"" and ""e"".",grc,1,0.07,no
ætati,grc,1,0.07,no
æternus,grc,1,0.07,no
aethe,grc,1,0.07,no
"aethe ""a"" is not particulalry large, but it is written with the glyph usually used when it is larger then the rest of the text.",grc,1,0.07,no
"aethe manuscript has the latin diphthong ""ae"".",grc,1,0.07,no
"aethe manuscript has the latin diphthong ""ae"". among the manuscripts of priscianus, according to keil's apparatus, h and g (which is the second hand of g) have the latin diphthong ""ae"", while h (the second hand of h) has corrected it to the greek diphthong ""ai"".",grc,1,0.07,no
africa2am,grc,1,0.07,no
agellus,grc,1,0.07,no
agilior,grc,1,0.07,no
agna,grc,1,0.07,no
agnella,grc,1,0.07,no
agnellus,grc,1,0.07,no
agnitu2um,grc,1,0.07,no
agnomini,grc,1,0.07,no
agnoscatur,grc,1,0.07,no
agnosco,grc,1,0.07,no
agnouero,grc,1,0.07,no
agnus,grc,1,0.07,no
agri,grc,1,0.07,no
"agriathe source (priscian ars grammatica, k 2.75.11) has ""agraria"".",grc,1,0.07,no
agris,grc,1,0.07,no
ait,grc,1,0.07,no
ale,grc,1,0.07,no
alexander,grc,1,0.07,no
alexandros,grc,1,0.07,no
alibi,grc,1,0.07,no
alie,grc,1,0.07,no
alieni,grc,1,0.07,no
alioru2um,grc,1,0.07,no
aliqd¯quid,grc,1,0.07,no
aliqua2am,grc,1,0.07,no
aliquod,grc,1,0.07,no
aliquos,grc,1,0.07,no
aliqųquo,grc,1,0.07,no
alitus,grc,1,0.07,no
aliudq;que,grc,1,0.07,no
alium,grc,1,0.07,no
alius,grc,1,0.07,no
alo,grc,1,0.07,no
alterna,grc,1,0.07,no
alternant,grc,1,0.07,no
alternus,grc,1,0.07,no
altu2um,grc,1,0.07,no
alui,grc,1,0.07,no
amandus,grc,1,0.07,no
amans,grc,1,0.07,no
amari,grc,1,0.07,no
amaru2um,grc,1,0.07,no
amator,grc,1,0.07,no
amatorculus,grc,1,0.07,no
amici,grc,1,0.07,no
amicitia,grc,1,0.07,no
amictus,grc,1,0.07,no
amicu2um,grc,1,0.07,no
amicus,grc,1,0.07,no
ampli,grc,1,0.07,no
amplioribus,grc,1,0.07,no
amplitudo,grc,1,0.07,no
amplus,grc,1,0.07,no
an¯nnis,grc,1,0.07,no
anagnia,grc,1,0.07,no
anagninus,grc,1,0.07,no
"analogia2amthe grapheme ""a"" and the abbreviation mark over it were written above the line.",grc,1,0.07,no
anchisæ,grc,1,0.07,no
"anchisæthere is a macron over ""is"" (""anchisæ""), whose meaning i do not understand.",grc,1,0.07,no
anchises,grc,1,0.07,no
anchisides,grc,1,0.07,no
anchisios,grc,1,0.07,no
anchyses,grc,1,0.07,no
androgeus,grc,1,0.07,no
anellus,grc,1,0.07,no
angeloru2um,grc,1,0.07,no
"angelusthe source, priscian, ars grammatica, k 2.61.26 does not have this example (it has ""ut 'animal', 'arbor'""). the christian example has been invented by ursus, like this whole explanation of the ""specialis species"".",grc,1,0.07,no
angustior,grc,1,0.07,no
angustu2um,grc,1,0.07,no
anicula,grc,1,0.07,no
anienus,grc,1,0.07,no
anima,grc,1,0.07,no
animalib;bus,grc,1,0.07,no
animalibus,grc,1,0.07,no
animu2um,grc,1,0.07,no
animus,grc,1,0.07,no
anni,grc,1,0.07,no
anno,grc,1,0.07,no
annulus,grc,1,0.07,no
annuus,grc,1,0.07,no
"annysthis is the only case in the work in which the grapheme ""y"" and the alphabeme ""y"" are meant to encode what we would today represent as a sequence of two ""u"" alphabemes.",grc,1,0.07,no
anomala,grc,1,0.07,no
anomalis,grc,1,0.07,no
anomalum,grc,1,0.07,no
