register,entry,lemma,reading,witnesses,source,resp,cert,type,isLemma
substantive,chronicon:0.1.1.3.14.0,Anfectione,Ansectione,g,,,,,false
substantive,chronicon:0.1.1.3.14.1,Cerope,Cerope,g,,,,,true
substantive,chronicon:0.1.1.3.14.1,Cerope,Cecrope,a,,,,,false
substantive,chronicon:0.1.1.3.14.2,aquarum,aquarum,g,,,,,true
substantive,chronicon:0.1.1.3.14.2,aquarum,aquorum,a,,,,,false
substantive,chronicon:0.1.1.3.14.3,monitum,monitum,g,,,,,true
substantive,chronicon:0.1.1.3.14.3,monitum,montium,a,,,,,false
substantive,chronicon:0.1.1.3.14.4,Parnaso,Parnaso,g,,,,,true
substantive,chronicon:0.1.1.3.14.4,Parnaso,Parnoso,a,,,,,false
substantive,chronicon:0.1.1.3.14.6,tempora,tempora,g,,,,,true
substantive,chronicon:0.1.1.3.14.6,tempora,temporam,a,,,,,false
substantive,chronicon:0.1.1.3.15.0,mare,mare,g,,,,,true
substantive,chronicon:0.1.1.3.15.0,mare,mari,a,,,,,false
substantive,chronicon:0.1.1.3.15.1,coniicere,coniicere,g,,,,,true
substantive,chronicon:0.1.1.3.15.1,coniicere,conicere,a,,,,,false
substantive,chronicon:0.1.1.3.17.2,,,g,,,,,true
substantive,chronicon:0.1.1.3.17.2,,tria,a,,,,,false
substantive,chronicon:0.1.1.3.17.3,,,g,,,,,true
substantive,chronicon:0.1.1.3.17.3,,continens qui ex iuste creduntur diuinitus inspirati ex quibus quinque sunt Moysi,a,,,,,false
substantive,chronicon:0.1.1.3.17.4,leges,leges,g,,,,,true
substantive,chronicon:0.1.1.3.17.4,leges,legis,a,,,,,false
substantive,chronicon:0.1.1.3.17.5,Moysis,Moysis,g,,,,,true
substantive,chronicon:0.1.1.3.17.5,Moysis,Moysi,a,,,,,false
substantive,chronicon:0.1.1.3.17.7,ad,ad,g,,,,,true
substantive,chronicon:0.1.1.3.17.7,ad,ab,a,,,,,false
substantive,chronicon:0.1.1.3.17.8,,,g,,,,,true
substantive,chronicon:0.1.1.3.17.8,,Zara. Hic itaque Zara genuit,a,,,,,false
substantive,chronicon:0.1.1.3.18.0,XXVI,XXVI,g,,,,,true
substantive,chronicon:0.1.1.3.18.0,XXVI,XXVII,a,,,,,false
substantive,chronicon:0.1.1.3.18.1,Abraham,Abraham,g,,,,,true
substantive,chronicon:0.1.1.3.18.1,Abraham,Habraham,a,,,,,false
substantive,chronicon:0.1.1.3.19.1,Charinus,Charinus,g,,,,,true
substantive,chronicon:0.1.1.3.19.1,Charinus,Cathinus,a,,,,,false
substantive,chronicon:0.1.1.3.20.0,eum ipsum,eum ipsum,g,,,,,true
substantive,chronicon:0.1.1.3.20.0,eum ipsum,cum ipse,a,,,,,false
substantive,chronicon:0.1.1.3.21.2,Barah,Barah,g,,,,,true
substantive,chronicon:0.1.1.3.21.2,Barah,Barach,a,,,,,false
substantive,chronicon:0.1.1.3.21.3,Miletus,Miletus,g,,,,,true
substantive,chronicon:0.1.1.3.21.3,Miletus,Miltus,a,,,,,false
substantive,chronicon:0.1.1.3.23.1,,,g,,,,,true
substantive,chronicon:0.1.1.3.23.1,,uastat,a,,,,,false
substantive,chronicon:0.1.1.3.24.0,Lapitharum,Lapitharum,g,,,,,true
substantive,chronicon:0.1.1.3.24.0,Lapitharum,Laphitarum,a,,,,,false
substantive,chronicon:0.1.1.3.24.1,palefatus,palefatus,g,,,,,true
substantive,chronicon:0.1.1.3.24.1,palefatus,Palefactus,a,,,,,false
substantive,chronicon:0.1.1.3.24.2,MMDCCLVII,MMDCCLVII,g,,,,,true
substantive,chronicon:0.1.1.3.24.2,MMDCCLVII,MMDCCLXVII,a,,,,,false
substantive,chronicon:0.1.1.3.25.1,quod,quod,g,,,,,true
substantive,chronicon:0.1.1.3.25.1,quod,quo,a,,,,,false
substantive,chronicon:0.1.1.3.26.1,Iephte,Iephte,g,,,,,true
substantive,chronicon:0.1.1.3.26.1,Iephte,Zepte,a,,,,,false
substantive,chronicon:0.1.1.3.26.2,etate,etate,g,,,,,true
substantive,chronicon:0.1.1.3.26.2,etate,ete,a,,,,,false
substantive,chronicon:0.1.1.3.26.3,MMDCCXL,MMDCCXL,g,,,,,true
substantive,chronicon:0.1.1.3.26.3,MMDCCXL,MMDCCLXXX,a,,,,,false
substantive,chronicon:0.1.1.3.27.1,anno,anno,g,,,,,true
substantive,chronicon:0.1.1.3.27.1,anno,annos,a,,,,,false
substantive,chronicon:0.1.1.3.28.2,CDLXXX,CDLXXX,g,,,,,true
substantive,chronicon:0.1.1.3.28.2,CDLXXX,CCCLXXX,a,,,,,false
substantive,chronicon:0.1.1.3.29.0,famosum,famosum,g,,,,,true
substantive,chronicon:0.1.1.3.29.0,famosum,famosium,a,,,,,false
substantive,chronicon:0.1.1.3.30.0,Dare,Dare,g,,,,,true
substantive,chronicon:0.1.1.3.30.0,Dare,Thares,a,,,,,false
substantive,chronicon:0.1.1.3.31.2,annis,annis,g,,,,,true
substantive,chronicon:0.1.1.3.31.2,annis,anni,a,,,,,false
substantive,chronicon:0.1.1.3.31.5,arma,arma,g,,,,,true
substantive,chronicon:0.1.1.3.31.5,arma,,a,,,,,false
substantive,chronicon:0.1.1.3.32.0,,,g,,,,,true
substantive,chronicon:0.1.1.3.32.0,,. Sanson de tribu Dan,a,,,,,false
substantive,chronicon:0.1.1.3.35.0,anni,anni,g,,,,,true
substantive,chronicon:0.1.1.3.35.0,anni,annis,a,,,,,false
substantive,chronicon:0.1.1.3.35.3,Posthumii,Posthumii,g,,,,,true
substantive,chronicon:0.1.1.3.35.3,Posthumii,post uinii,a,,,,,false
substantive,chronicon:0.1.1.4.4.1,,,g,,,,,true
substantive,chronicon:0.1.1.4.4.1,,et,a,,,,,false
substantive,chronicon:0.1.1.4.4.2,ingressu,ingressu,g,,,,,true
substantive,chronicon:0.1.1.4.4.2,ingressu,egressu,a,,,,,false
substantive,chronicon:0.1.1.4.5.0,Ieroboam,Ieroboam,g,,,,,true
substantive,chronicon:0.1.1.4.5.0,Ieroboam,Hieroboam,a,,,,,false
substantive,chronicon:0.1.1.4.5.1,propria,propria,g,,,,,true
substantive,chronicon:0.1.1.4.5.1,propria,propriam,a,,,,,false
substantive,chronicon:0.1.1.4.5.3,XXXIV,XXXIV,g,,,,,true
substantive,chronicon:0.1.1.4.5.3,XXXIV,XXXIII,a,,,,,false
substantive,chronicon:0.1.1.4.8.0,peccatum Ackab,peccatum Ackab,g,,,,,true
substantive,chronicon:0.1.1.4.8.0,peccatum Ackab,peccata Acab,a,,,,,false
substantive,chronicon:0.1.1.4.8.3,regnabat,regnabat,g,,,,,true
substantive,chronicon:0.1.1.4.8.3,regnabat,regnabant,a,,,,,false
substantive,chronicon:0.1.1.4.8.5,appellabatur,appellabatur,g,,,,,true
substantive,chronicon:0.1.1.4.8.5,appellabatur,appellabantur,a,,,,,false
substantive,chronicon:0.1.1.4.8.7,primum,primum,a,,,,,true
substantive,chronicon:0.1.1.4.8.7,primum,,g,,,,,false
substantive,chronicon:0.1.1.4.8.8,VII,VII,g,,,,,true
substantive,chronicon:0.1.1.4.8.8,VII,VIII,a,,,,,false
substantive,chronicon:0.1.1.4.9.0,percepit,percepit,g,,,,,true
substantive,chronicon:0.1.1.4.9.0,percepit,pepercit,a,,,,,false
substantive,chronicon:0.1.1.4.9.1,Hocozia,Hocozia,g,,,,,true
substantive,chronicon:0.1.1.4.9.1,Hocozia,Hocozie,a,,,,,false
substantive,chronicon:0.1.1.4.11.1,filium,filium,a,,,,,true
substantive,chronicon:0.1.1.4.11.1,filium,filius,g,,,,,false
substantive,chronicon:0.1.1.4.11.2,quem,quem,a,,,,,true
substantive,chronicon:0.1.1.4.11.2,quem,,g,,,,,false
substantive,chronicon:0.1.1.4.11.3,Isabeth,Isabeth,g,,,,,true
substantive,chronicon:0.1.1.4.11.3,Isabeth,Iosabeth,a,,,,,false
substantive,chronicon:0.1.1.4.12.2,Ioadie,Ioadie,g,,,,,true
substantive,chronicon:0.1.1.4.12.2,Ioadie,Ioiade,a,,,,,false
substantive,chronicon:0.1.1.4.13.0,MMMCXII,MMMCXII,g,,,,,true
substantive,chronicon:0.1.1.4.13.0,MMMCXII,MMMCXCII,a,,,,,false
substantive,chronicon:0.1.1.4.14.0,LIII,LIII,g,,,,,true
substantive,chronicon:0.1.1.4.14.0,LIII,LII,a,,,,,false
substantive,chronicon:0.1.1.4.14.1,sibi,sibi,g,,,,,true
substantive,chronicon:0.1.1.4.14.1,sibi,ubi,a,,,,,false
substantive,chronicon:0.1.1.4.16.1,introitu,introitu,g,,,,,true
substantive,chronicon:0.1.1.4.16.1,introitu,introitum,a,,,,,false
substantive,chronicon:0.1.1.4.16.3,filii,filii,g,,,,,true
substantive,chronicon:0.1.1.4.16.3,filii,ilii,a,,,,,false
substantive,chronicon:0.1.1.4.16.4,semet,semet,g,,,,,true
substantive,chronicon:0.1.1.4.16.4,semet,scinet,a,,,,,false
substantive,chronicon:0.1.1.4.18.0,ubi,ubi,g,,,,,true
substantive,chronicon:0.1.1.4.18.0,ubi,tibi,a,,,,,false
substantive,chronicon:0.1.1.4.19.0,bonarum,bonarum,g,,,,,true
substantive,chronicon:0.1.1.4.19.0,bonarum,bonorum,a,,,,,false
substantive,chronicon:0.1.1.4.20.3,cupiuntque,cupiuntque,g,,,,,true
substantive,chronicon:0.1.1.4.20.3,cupiuntque,cupiatque,a,,,,,false
substantive,chronicon:0.1.1.4.20.5,nuncias,nuncias,g,,,,,true
substantive,chronicon:0.1.1.4.20.5,nuncias,nuntiaus,a,,,,,false
substantive,chronicon:0.1.1.4.20.6,uocet,uocet,g,,,,,true
substantive,chronicon:0.1.1.4.20.6,uocet,uocat,a,,,,,false
substantive,chronicon:0.1.1.4.21.0,,,g,,,,,true
substantive,chronicon:0.1.1.4.21.0,,Hec,a,,,,,false
substantive,chronicon:0.1.1.4.22.1,Achaz,Achaz,g,,,,,true
substantive,chronicon:0.1.1.4.22.1,Achaz,Achat,a,,,,,false
substantive,chronicon:0.1.1.4.22.2,Achaz,Achaz,g,,,,,true
substantive,chronicon:0.1.1.4.22.2,Achaz,Achat,a,,,,,false
substantive,chronicon:0.1.1.4.23.3,quinto,quinto,g,,,,,true
substantive,chronicon:0.1.1.4.23.3,quinto,quinta,a,,,,,false
substantive,chronicon:0.1.1.4.23.4,quatuor,quatuor,g,,,,,true
substantive,chronicon:0.1.1.4.23.4,quatuor,,a,,,,,false
substantive,chronicon:0.1.1.4.23.6,tribuum,tribuum,a,,,,,true
substantive,chronicon:0.1.1.4.23.6,tribuum,tribus,g,,,,,false
substantive,chronicon:0.1.1.4.23.8,filiis,filiis,a,,,,,true
substantive,chronicon:0.1.1.4.23.8,filiis,filii,g,,,,,false
substantive,chronicon:0.1.1.4.26.0,Achaz,Achaz,g,,,,,true
substantive,chronicon:0.1.1.4.26.0,Achaz,Achat,a,,,,,false
substantive,chronicon:0.1.1.4.26.1,ascenderet,ascenderet,g,,,,,true
substantive,chronicon:0.1.1.4.26.1,ascenderet,ascendit,a,,,,,false
substantive,chronicon:0.1.1.4.26.3,uictumque,uictumque,a,,,,,true
substantive,chronicon:0.1.1.4.26.3,uictumque,uictamque,g,,,,,false
substantive,chronicon:0.1.1.4.27.0,Babiloniam,Babiloniam,g,,,,,true
substantive,chronicon:0.1.1.4.27.0,Babiloniam,Babylonia,a,,,,,false
substantive,chronicon:0.1.1.4.29.1,fuisse,fuisse,g,,,,,true
substantive,chronicon:0.1.1.4.29.1,fuisse,fuisset,a,,,,,false
substantive,chronicon:0.1.1.4.29.5,Bisantium,Bisantium,g,,,,,true
substantive,chronicon:0.1.1.4.29.5,Bisantium,Bitantium,a,,,,,false
substantive,chronicon:0.1.1.4.30.0,suis,suis,a,,,,,true
substantive,chronicon:0.1.1.4.30.0,suis,,g,,,,,false
substantive,chronicon:0.1.1.4.31.1,fecit,fecit,g,,,,,true
substantive,chronicon:0.1.1.4.31.1,fecit,facit,a,,,,,false
substantive,chronicon:0.1.1.4.31.3,XIII,XIII,g,,,,,true
substantive,chronicon:0.1.1.4.31.3,XIII,XXIII,a,,,,,false
substantive,chronicon:0.1.1.4.34.0,regnante,regnante,g,,,,,true
substantive,chronicon:0.1.1.4.34.0,regnante,regnantem,a,,,,,false
substantive,chronicon:0.1.1.4.34.1,Iosia,Iosia,g,,,,,true
substantive,chronicon:0.1.1.4.34.1,Iosia,Iosian,a,,,,,false
substantive,chronicon:0.1.1.4.34.2,Niniuitas,Niniuitas,a,,,,,true
substantive,chronicon:0.1.1.4.34.2,Niniuitas,,g,,,,,false
substantive,chronicon:0.1.1.4.34.4,uitiis,uitiis,a,,,,,true
substantive,chronicon:0.1.1.4.34.4,uitiis,uitii,g,,,,,false
substantive,chronicon:0.1.1.4.35.0,capta,capta,g,,,,,true
substantive,chronicon:0.1.1.4.35.0,capta,tapta,a,,,,,false
substantive,chronicon:0.1.1.4.35.2,Danihel,Danihel,a,,,,,true
substantive,chronicon:0.1.1.4.35.2,Danihel,Danielli,g,,,,,false
substantive,chronicon:0.1.1.4.35.4,partem,partem,g,,,,,true
substantive,chronicon:0.1.1.4.35.4,partem,pater,a,,,,,false
substantive,app8-in-g21.34-22.6,Scriptura regnum,Scriptura regnum,,,pm,,,true
substantive,app8-in-g21.34-22.6,Scriptura regnum,scriptu regum,g,,,,,false
substantive,app8-in-g21.34-22.6,Scriptura regnum,scriptum regum,a,,,,,false
substantive,chronicon:0.1.1.4.35.8,tribus,tribus,g,,,,,true
substantive,chronicon:0.1.1.4.35.8,tribus,tres,a,,,,,false
substantive,chronicon:0.1.1.4.36.2,Iudea,Iudea,a,,,,,true
substantive,chronicon:0.1.1.4.36.2,Iudea,Iude,g,,,,,false
substantive,chronicon:0.1.1.4.36.4,fuerunt,fuerunt,g,,,,,true
substantive,chronicon:0.1.1.4.36.4,fuerunt,fuerant,a,,,,,false
substantive,chronicon:0.1.1.4.37.6,Hierusalem,Hierusalem,a,,,,,true
substantive,chronicon:0.1.1.4.37.6,Hierusalem,Ierulem,g,,,,,false
substantive,chronicon:0.1.1.4.37.14,etenim,etenim,g,,,,,true
substantive,chronicon:0.1.1.4.37.14,etenim,enim,a,,,,,false
substantive,chronicon:0.1.1.4.37.16,abusus,abusus,g,,,,,true
substantive,chronicon:0.1.1.4.37.16,abusus,abuius,a,,,,,false
substantive,chronicon:0.1.1.4.37.22,incipit,incipit,g,,,,,true
substantive,chronicon:0.1.1.4.37.22,incipit,in,a,,,,,false
substantive,chronicon:0.1.1.4.37.30,nec,nec,g,,,,,true
substantive,chronicon:0.1.1.4.37.30,nec,ne,a,,,,,false
substantive,chronicon:0.1.1.4.37.40,constituerunt,constituerunt,g,,,,,true
substantive,chronicon:0.1.1.4.37.40,constituerunt,constituerant,a,,,,,false
substantive,chronicon:0.1.1.4.37.48,affecti,affecti,g,,,,,true
substantive,chronicon:0.1.1.4.37.48,affecti,affectati,a,,,,,false
substantive,chronicon:0.1.1.4.37.49,conturbaret,conturbaret,g,,,,,true
substantive,chronicon:0.1.1.4.37.49,conturbaret,contra baret,a,,,,,false
substantive,chronicon:0.1.1.4.37.57,quem seruare,quem seruare,g,,,,,true
substantive,chronicon:0.1.1.4.37.57,quem seruare,que seruari,a,,,,,false
substantive,chronicon:0.1.1.4.37.59,eam,eam,g,,,,,true
substantive,chronicon:0.1.1.4.37.59,eam,dum,a,,,,,false
substantive,chronicon:0.1.1.4.37.60,et,et,a,,,,,true
substantive,chronicon:0.1.1.4.37.60,et,est,g,,,,,false
substantive,chronicon:0.1.1.4.37.61,libauerunt,libauerunt,g,,,,,true
substantive,chronicon:0.1.1.4.37.61,libauerunt,liberauerunt,a,,,,,false
substantive,chronicon:0.1.1.4.37.62,,,g,,,,,true
substantive,chronicon:0.1.1.4.37.62,,in,a,,,,,false
substantive,app69-in-g22.11-24.5,"et quod non fecerunt barbari Babylonis, hoc isti qui proximi uidebantur circa eum crudeliter perpetrauerunt, inuitumque eum in Egypto","et quod non fecerunt barbari Babylonis, hoc isti qui proximi uidebantur circa eum crudeliter perpetrauerunt, inuitumque eum in Egypto",a,,,,,true
