form,lang,count,per_thousand,stopword
shynne,,6,0.018,no
significauith,,6,0.018,no
sleyghte,,6,0.018,no
smotered,,6,0.018,no
smylynge,,6,0.018,no
soch,,6,0.018,no
solempnyte,,6,0.018,no
sorte,,6,0.018,no
soun̄,,6,0.018,no
sow,,6,0.018,no
sowid,,6,0.018,no
sown̄,,6,0.018,no
sowple,,6,0.018,no
sowys,,6,0.018,no
soylyng,,6,0.018,no
soþly,,6,0.018,no
spase,,6,0.018,no
specialy,,6,0.018,no
spokyn,,6,0.018,no
stodye,,6,0.018,no
strength,,6,0.018,no
studyeth,,6,0.018,no
suych,,6,0.018,no
sylke,,6,0.018,no
syr,,6,0.018,no
tacle,,6,0.018,no
talke,,6,0.018,no
tapycer,,6,0.018,no
tauerners,,6,0.018,no
tawht,,6,0.018,no
tempeste,,6,0.018,no
theere,,6,0.018,no
thencrees,,6,0.018,no
thervpon,,6,0.018,no
therwithal,,6,0.018,no
thouht,,6,0.018,no
tille,,6,0.018,no
towarde,,6,0.018,no
tramessene,,6,0.018,no
trowthe,,6,0.018,no
trussid,,6,0.018,no
tyl,,6,0.018,no
uyce,,6,0.018,no
vaile,,6,0.018,no
veile,,6,0.018,no
vesage,,6,0.018,no
vois,,6,0.018,no
vyned,,6,0.018,no
waitid,,6,0.018,no
wantonesse,,6,0.018,no
waytede,,6,0.018,no
weryd,,6,0.018,no
whate,,6,0.018,no
whatt,,6,0.018,no
wheither,,6,0.018,no
willᵃm,,6,0.018,no
winde,,6,0.018,no
withseye,,6,0.018,no
wolfe,,6,0.018,no
worþy,,6,0.018,no
wreton,,6,0.018,no
wry,,6,0.018,no
wydowe,,6,0.018,no
wyghte,,6,0.018,no
wyht,,6,0.018,no
wympel,,6,0.018,no
wysdome,,6,0.018,no
wythout,,6,0.018,no
ycome,,6,0.018,no
ydele,,6,0.018,no
yemen,,6,0.018,no
yete,,6,0.018,no
yeur,,6,0.018,no
yitt,,6,0.018,no
ylad,,6,0.018,no
yowr,,6,0.018,no
ypre,,6,0.018,no
ȝ,,6,0.018,no
ȝer,,6,0.018,no
ȝouthe,,6,0.018,no
þaughe,,6,0.018,no
þogh,,6,0.018,no
þoughe,,6,0.018,no
þyng,,6,0.018,no
absolucion,,5,0.015,no
absolucioun,,5,0.015,no
accombred,,5,0.015,no
accordeth,,5,0.015,no
acombre,,5,0.015,no
acres,,5,0.015,no
affyle,,5,0.015,no
afterwarde,,5,0.015,no
agay,,5,0.015,no
agret,,5,0.015,no
algezir,,5,0.015,no
algezire,,5,0.015,no
algizir,,5,0.015,no
almoost,,5,0.015,no
alweye,,5,0.015,no
anoble,,5,0.015,no
anoþ,,5,0.015,no
apothecaries,,5,0.015,no
ar,,5,0.015,no
archedekens,,5,0.015,no
arest,,5,0.015,no
aristotil,,5,0.015,no
ariȝt,,5,0.015,no
artois,,5,0.015,no
aryue,,5,0.015,no
assoilyng,,5,0.015,no
assoylyng,,5,0.015,no
assyse,,5,0.015,no
astronomy,,5,0.015,no
aswel,,5,0.015,no
auerrois,,5,0.015,no
auerroys,,5,0.015,no
auicen,,5,0.015,no
austine,,5,0.015,no
auycen,,5,0.015,no
auys,,5,0.015,no
badde,,5,0.015,no
bailly,,5,0.015,no
baken,,5,0.015,no
barke,,5,0.015,no
batailes,,5,0.015,no
beddys,,5,0.015,no
befell,,5,0.015,no
begster,,5,0.015,no
beneyt,,5,0.015,no
bereþ,,5,0.015,no
beset,,5,0.015,no
besi,,5,0.015,no
besyly,,5,0.015,no
bette,,5,0.015,no
betwix,,5,0.015,no
biforne,,5,0.015,no
bisides,,5,0.015,no
bisydes,,5,0.015,no
bitwixe,,5,0.015,no
boord,,5,0.015,no
boorde,,5,0.015,no
bourde,,5,0.015,no
braune,,5,0.015,no
bretayne,,5,0.015,no
brette,,5,0.015,no
broode,,5,0.015,no
broughte,,5,0.015,no
brymstoon,,5,0.015,no
byble,,5,0.015,no
byn̄,,5,0.015,no
bysette,,5,0.015,no
capfenestre,,5,0.015,no
cases,,5,0.015,no
certainli,,5,0.015,no
certayne,,5,0.015,no
certis,,5,0.015,no
cessions,,5,0.015,no
chauntery,,5,0.015,no
cherche,,5,0.015,no
cheuysaunce,,5,0.015,no
chiuachie,,5,0.015,no
chyuachie,,5,0.015,no
cloistr,,5,0.015,no
clooth,,5,0.015,no
colpons,,5,0.015,no
com̄e,,5,0.015,no
complexcio,,5,0.015,no
composicioun,,5,0.015,no
comptour,,5,0.015,no
confessiou,,5,0.015,no
confessioun̄,,5,0.015,no
coold,,5,0.015,no
coralle,,5,0.015,no
couenᵃnt,,5,0.015,no
creke,,5,0.015,no
cu,,5,0.015,no
cumpanye,,5,0.015,no
curtays,,5,0.015,no
curteisie,,5,0.015,no
curteyse,,5,0.015,no
daggar,,5,0.015,no
daliance,,5,0.015,no
damascene,,5,0.015,no
dangerous,,5,0.015,no
daungere,,5,0.015,no
delis,,5,0.015,no
delyu,,5,0.015,no
dertemouth,,5,0.015,no
desdeyn,,5,0.015,no
devoutly,,5,0.015,no
deyrye,,5,0.015,no
diligente,,5,0.015,no
discheuelee,,5,0.015,no
doomes,,5,0.015,no
doore,,5,0.015,no
dorst,,5,0.015,no
dosein,,5,0.015,no
dosen,,5,0.015,no
draweþ,,5,0.015,no
drawht,,5,0.015,no
drunke,,5,0.015,no
drunken,,5,0.015,no
dyd,,5,0.015,no
dyscrete,,5,0.015,no
easid,,5,0.015,no
eese,,5,0.015,no
emelie,,5,0.015,no
encrese,,5,0.015,no
end,,5,0.015,no
ensaunple,,5,0.015,no
envined,,5,0.015,no
enye,,5,0.015,no
erchedeknes,,5,0.015,no
este,,5,0.015,no
esye,,5,0.015,no
eueryche,,5,0.015,no
euerydele,,5,0.015,no
even,,5,0.015,no
evene,,5,0.015,no
explicit,,5,0.015,no
fastyn,,5,0.015,no
feined,,5,0.015,no
feirer,,5,0.015,no
ferrer,,5,0.015,no
ferþing,,5,0.015,no
fetis,,5,0.015,no
fett,,5,0.015,no
fetyse,,5,0.015,no
feyr,,5,0.015,no
fire,,5,0.015,no
fisik,,5,0.015,no
fithele,,5,0.015,no
fla,,5,0.015,no
flat,,5,0.015,no
flaterie,,5,0.015,no
flokke,,5,0.015,no
foolde,,5,0.015,no
forbere,,5,0.015,no
forehede,,5,0.015,no
forn̄,,5,0.015,no
forsoth,,5,0.015,no
foryeve,,5,0.015,no
frankeleynes,,5,0.015,no
fredome,,5,0.015,no
frendschipe,,5,0.015,no
frendys,,5,0.015,no
frensshe,,5,0.015,no
fyr,,5,0.015,no
fyre,,5,0.015,no
gamede,,5,0.015,no
gave,,5,0.015,no
geder,,5,0.015,no
gedre,,5,0.015,no
gentille,,5,0.015,no
gepo,,5,0.015,no
geyn,,5,0.015,no
gidre,,5,0.015,no
gif,,5,0.015,no
gird,,5,0.015,no
girdill,,5,0.015,no
gobbet,,5,0.015,no
godde,,5,0.015,no
gon̄,,5,0.015,no
goodli,,5,0.015,no
goun,,5,0.015,no
grayn,,5,0.015,no
grayne,,5,0.015,no
grettere,,5,0.015,no
guyse,,5,0.015,no
gyngelyng,,5,0.015,no
habirdassher,,5,0.015,no
hadd,,5,0.015,no
haf,,5,0.015,no
harpynge,,5,0.015,no
heght,,5,0.015,no
helis,,5,0.015,no
hepes,,5,0.015,no
herkneþ,,5,0.015,no
heven,,5,0.015,no
heye,,5,0.015,no
hinderest,,5,0.015,no
holdeth,,5,0.015,no
holpyn,,5,0.015,no
holye,,5,0.015,no
hool,,5,0.015,no
hoole,,5,0.015,no
hostelery,,5,0.015,no
hosterie,,5,0.015,no
hostrye,,5,0.015,no
houris,,5,0.015,no
hyndreste,,5,0.015,no
iamys,,5,0.015,no
iangelere,,5,0.015,no
ianglere,,5,0.015,no
ichon,,5,0.015,no
isshe,,5,0.015,no
karf,,5,0.015,no
keu,,5,0.015,no
kinde,,5,0.015,no
kneuh,,5,0.015,no
knightes,,5,0.015,no
knobbys,,5,0.015,no
kowthe,,5,0.015,no
lackid,,5,0.015,no
lakkede,,5,0.015,no
lakkid,,5,0.015,no
laser,,5,0.015,no
lekis,,5,0.015,no
lessou,,5,0.015,no
lett,,5,0.015,no
lettuaries,,5,0.015,no
leuyr,,5,0.015,no
lever,,5,0.015,no
lewid,,5,0.015,no
leye,,5,0.015,no
liche,,5,0.015,no
lie,,5,0.015,no
litulle,,5,0.015,no
lle,,5,0.015,no
lodes,,5,0.015,no
log,,5,0.015,no
lokid,,5,0.015,no
looked,,5,0.015,no
loore,,5,0.015,no
lordyngis,,5,0.015,no
ƚƚ,,5,0.015,no
maie,,5,0.015,no
maistry,,5,0.015,no
maistrye,,5,0.015,no
malady,,5,0.015,no
manage,,5,0.015,no
mantyl,,5,0.015,no
marcha,,5,0.015,no
master,,5,0.015,no
meete,,5,0.015,no
meller,,5,0.015,no
meny,,5,0.015,no
militis,,5,0.015,no
morou,,5,0.015,no
mortel,,5,0.015,no
mows,,5,0.015,no
myschief,,5,0.015,no
namore,,5,0.015,no
nauȝt,,5,0.015,no
ncipio,,5,0.015,no
neete,,5,0.015,no
neuir,,5,0.015,no
nigh,,5,0.015,no
nobil,,5,0.015,no
noot,,5,0.015,no
nyghe,,5,0.015,no
nynge,,5,0.015,no
nyȝt,,5,0.015,no
offertorye,,5,0.015,no
ooste,,5,0.015,no
opynio,,5,0.015,no
orewell,,5,0.015,no
othre,,5,0.015,no
owght,,5,0.015,no
owr,,5,0.015,no
oxen,,5,0.015,no
oþur,,5,0.015,no
paale,,5,0.015,no
paciens,,5,0.015,no
palmeres,,5,0.015,no
pardou,,5,0.015,no
pardoun,,5,0.015,no
parfight,,5,0.015,no
parfyte,,5,0.015,no
parysh,,5,0.015,no
payede,,5,0.015,no
peas,,5,0.015,no
penᵃnce,,5,0.015,no
perfite,,5,0.015,no
persou,,5,0.015,no
phisic,,5,0.015,no
phisiq,,5,0.015,no
pilgⁱmage,,5,0.015,no
pillid,,5,0.015,no
playe,,5,0.015,no
playen,,5,0.015,no
pleigne,,5,0.015,no
pleine,,5,0.015,no
pleinli,,5,0.015,no
pleinly,,5,0.015,no
poer,,5,0.015,no
portrey,,5,0.015,no
pouchis,,5,0.015,no
powdre,,5,0.015,no
powles,,5,0.015,no
practisoure,,5,0.015,no
previd,,5,0.015,no
profite,,5,0.015,no
propir,,5,0.015,no
prudence,,5,0.015,no
pultry,,5,0.015,no
purchasoure,,5,0.015,no
pylgrymes,,5,0.015,no
rame,,5,0.015,no
raþer,,5,0.015,no
reet,,5,0.015,no
rekne,,5,0.015,no
religiou,,5,0.015,no
ren,,5,0.015,no
renou,,5,0.015,no
repentant,,5,0.015,no
reservid,,5,0.015,no
resou,,5,0.015,no
rewlid,,5,0.015,no
ridyn,,5,0.015,no
rostid,,5,0.015,no
rounsy,,5,0.015,no
rowncy,,5,0.015,no
rownd,,5,0.015,no
rudeliche,,5,0.015,no
rusti,,5,0.015,no
ryally,,5,0.015,no
saile,,5,0.015,no
sausefleme,,5,0.015,no
savith,,5,0.015,no
sayth,,5,0.015,no
scallid,,5,0.015,no
scharply,,5,0.015,no
schiten,,5,0.015,no
schone,,5,0.015,no
schortely,,5,0.015,no
schortest,,5,0.015,no
schyne,,5,0.015,no
seasons,,5,0.015,no
sechen,,5,0.015,no
sekyrly,,5,0.015,no
semelye,,5,0.015,no
semeth,,5,0.015,no
semyly,,5,0.015,no
serapyon,,5,0.015,no
served,,5,0.015,no
sesou,,5,0.015,no
sesoun,,5,0.015,no
sessio,,5,0.015,no
sheepherde,,5,0.015,no
shepard,,5,0.015,no
sheperde,,5,0.015,no
sheten,,5,0.015,no
shewing,,5,0.015,no
shipman̄,,5,0.015,no
shiris,,5,0.015,no
sholdred,,5,0.015,no
showres,,5,0.015,no
siege,,5,0.015,no
silf,,5,0.015,no
sinful,,5,0.015,no
sithia,,5,0.015,no
sitt,,5,0.015,no
skaþe,,5,0.015,no
sklender,,5,0.015,no
skole,,5,0.015,no
sleepe,,5,0.015,no
sleighte,,5,0.015,no
sobrely,,5,0.015,no
somenour,,5,0.015,no
sompnor,,5,0.015,no
somtime,,5,0.015,no
somynour,,5,0.015,no
songis,,5,0.015,no
soort,,5,0.015,no
souerayn,,5,0.015,no
souereyne,,5,0.015,no
soulys,,5,0.015,no
sowis,,5,0.015,no
sowper,,5,0.015,no
spekyn,,5,0.015,no
spoke,,5,0.015,no
sporys,,5,0.015,no
spring,,5,0.015,no
staat,,5,0.015,no
ste,,5,0.015,no
stiffe,,5,0.015,no
stodie,,5,0.015,no
storyes,,5,0.015,no
straite,,5,0.015,no
streght,,5,0.015,no
sunday,,5,0.015,no
sundre,,5,0.015,no
swych,,5,0.015,no
sylu,,5,0.015,no
sylver,,5,0.015,no
sylvir,,5,0.015,no
taberde,,5,0.015,no
tapestere,,5,0.015,no
tappestere,,5,0.015,no
techyn,,5,0.015,no
ten̄,,5,0.015,no
teyd,,5,0.015,no
thebes,,5,0.015,no
thencres,,5,0.015,no
therefor,,5,0.015,no
therwas,,5,0.015,no
thinketh,,5,0.015,no
thoughe,,5,0.015,no
thowgh,,5,0.015,no
thred,,5,0.015,no
thryftyly,,5,0.015,no
thy,,5,0.015,no
thyse,,5,0.015,no
times,,5,0.015,no
tome,,5,0.015,no
toold,,5,0.015,no
tou,,5,0.015,no
tramissene,,5,0.015,no
tre,,5,0.015,no
tukkid,,5,0.015,no
twelmonth,,5,0.015,no
twoo,,5,0.015,no
twynklede,,5,0.015,no
twynklyd,,5,0.015,no
tythis,,5,0.015,no
uantes,,5,0.015,no
uisable,,5,0.015,no
uise,,5,0.015,no
unt,,5,0.015,no
vauesour,,5,0.015,no
vaunt,,5,0.015,no
vaunte,,5,0.015,no
velenye,,5,0.015,no
velonye,,5,0.015,no
vetayle,,5,0.015,no
voirdit,,5,0.015,no
vouchesafe,,5,0.015,no
vppe,,5,0.015,no
walett,,5,0.015,no
wantou,,5,0.015,no
wastelbrede,,5,0.015,no
waterlesse,,5,0.015,no
watir,,5,0.015,no
watirles,,5,0.015,no
whils,,5,0.015,no
whistling,,5,0.015,no
whych,,5,0.015,no
withalle,,5,0.015,no
wiþe,,5,0.015,no
wiþoute,,5,0.015,no
wolff,,5,0.015,no
woord,,5,0.015,no
wordez,,5,0.015,no
woundir,,5,0.015,no
writt,,5,0.015,no
wrowht,,5,0.015,no
wrytte,,5,0.015,no
wundir,,5,0.015,no
wurdes,,5,0.015,no
wurth,,5,0.015,no
wydwe,,5,0.015,no
wyff,,5,0.015,no
wysdam,,5,0.015,no
wyuys,,5,0.015,no
yave,,5,0.015,no
yclepyd,,5,0.015,no
yeen̄,,5,0.015,no
yeldhalle,,5,0.015,no
yhe,,5,0.015,no
yknowe,,5,0.015,no
ynne,,5,0.015,no
yshryue,,5,0.015,no
yȝen̄,,5,0.015,no
ȝeddynges,,5,0.015,no
ȝiffe,,5,0.015,no
ȝouþe,,5,0.015,no
ȝowre,,5,0.015,no
þen,,5,0.015,no
þeyre,,5,0.015,no
þre,,5,0.015,no
þynges,,5,0.015,no
abidyng,,4,0.012,no
abokeler,,4,0.012,no
above,,4,0.012,no
abovte,,4,0.012,no
acatours,,4,0.012,no
accordant,,4,0.012,no
accordial,,4,0.012,no
accordiall,,4,0.012,no
achaat,,4,0.012,no
adoun,,4,0.012,no
adradde,,4,0.012,no
afile,,4,0.012,no
agein,,4,0.012,no
albe,,4,0.012,no
alday,,4,0.012,no
aldercost,,4,0.012,no
aldre,,4,0.012,no
alerned,,4,0.012,no
algazir,,4,0.012,no
algezer,,4,0.012,no
alisaunder,,4,0.012,no
almoste,,4,0.012,no
amazones,,4,0.012,no
amonke,,4,0.012,no
amorow,,4,0.012,no
amorwe,,4,0.012,no
anon̄e,,4,0.012,no
apiked,,4,0.012,no
apostels,,4,0.012,no
appoticaryes,,4,0.012,no
aprest,,4,0.012,no
apyked,,4,0.012,no
archedeknes,,4,0.012,no
arreste,,4,0.012,no
ashire,,4,0.012,no
aspera,,4,0.012,no
assendent,,4,0.012,no
atempest,,4,0.012,no
aua,,4,0.012,no
auditoure,,4,0.012,no
aueryll,,4,0.012,no
augustyn,,4,0.012,no
avyse,,4,0.012,no
aworthy,,4,0.012,no
ayenst,,4,0.012,no
babiloyne,,4,0.012,no
bachiller,,4,0.012,no
baillyf,,4,0.012,no
batayles,,4,0.012,no
bathid,,4,0.012,no
baudrik,,4,0.012,no
baudryk,,4,0.012,no
beganne,,4,0.012,no
beginneth,,4,0.012,no
beloued,,4,0.012,no
benefys,,4,0.012,no
benefyse,,4,0.012,no
ber,,4,0.012,no
berie,,4,0.012,no
bernarde,,4,0.012,no
berwyke,,4,0.012,no
besiere,,4,0.012,no
besmotered,,4,0.012,no
betwene,,4,0.012,no
beynge,,4,0.012,no
bid,,4,0.012,no
bifel,,4,0.012,no
bithought,,4,0.012,no
blad,,4,0.012,no
bled,,4,0.012,no
bocler,,4,0.012,no
bootis,,4,0.012,no
borage,,4,0.012,no
bothen,,4,0.012,no
boylle,,4,0.012,no
brasere,,4,0.012,no
bremston,,4,0.012,no
bretheren,,4,0.012,no
brethern,,4,0.012,no
brett,,4,0.012,no
brist,,4,0.012,no
bristelis,,4,0.012,no
britayne,,4,0.012,no
broch,,4,0.012,no
broile,,4,0.012,no
brooch,,4,0.012,no
brothere,,4,0.012,no
brou,,4,0.012,no
brouȝte,,4,0.012,no
byfalle,,4,0.012,no
byfell,,4,0.012,no
byforne,,4,0.012,no
bygge,,4,0.012,no
bygynneth,,4,0.012,no
ca,,4,0.012,no
cantuariam,,4,0.012,no
canturbery,,4,0.012,no
catelle,,4,0.012,no
caun,,4,0.012,no
caunterbyry,,4,0.012,no
cauntyrbury,,4,0.012,no
cauȝt,,4,0.012,no
certain,,4,0.012,no
certanly,,4,0.012,no
cetera,,4,0.012,no
ceynt,,4,0.012,no
cha,,4,0.012,no
champyoun,,4,0.012,no
chapelle,,4,0.012,no
chaucers,,4,0.012,no
chaungid,,4,0.012,no
chaunterye,,4,0.012,no
chekenys,,4,0.012,no
cheualry,,4,0.012,no
chirch,,4,0.012,no
chiuachye,,4,0.012,no
chyrche,,4,0.012,no
cⁱstes,,4,0.012,no
cithia,,4,0.012,no
cloister,,4,0.012,no
cloistrere,,4,0.012,no
cloyster,,4,0.012,no
cloþed,,4,0.012,no
colrik,,4,0.012,no
comen̄,,4,0.012,no
comissio,,4,0.012,no
compiled,,4,0.012,no
comyth,,4,0.012,no
consience,,4,0.012,no
coot,,4,0.012,no
cordialle,,4,0.012,no
coryous,,4,0.012,no
couerchiefs,,4,0.012,no
councel,,4,0.012,no
covenaunt,,4,0.012,no
craffte,,4,0.012,no
cristenman,,4,0.012,no
cristofer,,4,0.012,no
croppys,,4,0.012,no
culpo,,4,0.012,no
cumfort,,4,0.012,no
cuntree,,4,0.012,no
curtasye,,4,0.012,no
curteise,,4,0.012,no
daggare,,4,0.012,no
dayrie,,4,0.012,no
daysie,,4,0.012,no
daysye,,4,0.012,no
dee,,4,0.012,no
deelen,,4,0.012,no
degestible,,4,0.012,no
deinte,,4,0.012,no
delyn,,4,0.012,no
des,,4,0.012,no
det,,4,0.012,no
deyrie,,4,0.012,no
deysie,,4,0.012,no
digestable,,4,0.012,no
digge,,4,0.012,no
disdayn,,4,0.012,no
disdayne,,4,0.012,no
dit,,4,0.012,no
doctoure,,4,0.012,no
doone,,4,0.012,no
dor,,4,0.012,no
drawyth,,4,0.012,no
dregges,,4,0.012,no
drouȝte,,4,0.012,no
drowhte,,4,0.012,no
drynken,,4,0.012,no
dwelle,,4,0.012,no
dyde,,4,0.012,no
dysdeyne,,4,0.012,no
dysport,,4,0.012,no
dyuerse,,4,0.012,no
ecciaste,,4,0.012,no
echoon,,4,0.012,no
ee,,4,0.012,no
eglentyn,,4,0.012,no
encrece,,4,0.012,no
encresse,,4,0.012,no
enfecte,,4,0.012,no
englysshe,,4,0.012,no
ensaumpill,,4,0.012,no
enuyned,,4,0.012,no
epiours,,4,0.012,no
erchedekens,,4,0.012,no
esid,,4,0.012,no
etc,,4,0.012,no
eyene,,4,0.012,no
eyghe,,4,0.012,no
eyne,,4,0.012,no
fadre,,4,0.012,no
fadres,,4,0.012,no
familier,,4,0.012,no
famuler,,4,0.012,no
fastene,,4,0.012,no
fauȝt,,4,0.012,no
felawschip,,4,0.012,no
felawshepe,,4,0.012,no
feleship,,4,0.012,no
feste,,4,0.012,no
festen,,4,0.012,no
fetice,,4,0.012,no
few,,4,0.012,no
feyn,,4,0.012,no
feyrer,,4,0.012,no
finche,,4,0.012,no
finest,,4,0.012,no
fingers,,4,0.012,no
fleissh,,4,0.012,no
flesche,,4,0.012,no
fliȝt,,4,0.012,no
floiting,,4,0.012,no
floityng,,4,0.012,no
flowres,,4,0.012,no
foghten,,4,0.012,no
folowe,,4,0.012,no
foother,,4,0.012,no
forewarde,,4,0.012,no
forȝeue,,4,0.012,no
forþe,,4,0.012,no
foulis,,4,0.012,no
four,,4,0.012,no
fourneis,,4,0.012,no
foweles,,4,0.012,no
frankeleyn̄,,4,0.012,no
frankleyns,,4,0.012,no
frenche,,4,0.012,no
fresch,,4,0.012,no
fret,,4,0.012,no
freysh,,4,0.012,no
frosti,,4,0.012,no
fyll,,4,0.012,no
fynden,,4,0.012,no
fyri,,4,0.012,no
fysche,,4,0.012,no
gaderede,,4,0.012,no
gaderid,,4,0.012,no
galyce,,4,0.012,no
gamyd,,4,0.012,no
garleke,,4,0.012,no
garlonde,,4,0.012,no
gatte,,4,0.012,no
gerland,,4,0.012,no
gerlis,,4,0.012,no
gestis,,4,0.012,no
gilbertyn̄,,4,0.012,no
gilti,,4,0.012,no
gipo,,4,0.012,no
girdell,,4,0.012,no
gisper,,4,0.012,no
gladely,,4,0.012,no
godely,,4,0.012,no
goliardeis,,4,0.012,no
goodely,,4,0.012,no
goone,,4,0.012,no
gootlond,,4,0.012,no
gospelle,,4,0.012,no
gospellis,,4,0.012,no
got,,4,0.012,no
gouerna,,4,0.012,no
gouernance,,4,0.012,no
gro,,4,0.012,no
grownded,,4,0.012,no
gryce,,4,0.012,no
gy,,4,0.012,no
gylbertyn,,4,0.012,no
gylbertyne,,4,0.012,no
gyn,,4,0.012,no
gyngelynge,,4,0.012,no
gyngle,,4,0.012,no
gypo,,4,0.012,no
gypoun,,4,0.012,no
gyrdell,,4,0.012,no
halye,,4,0.012,no
han̄,,4,0.012,no
handys,,4,0.012,no
happely,,4,0.012,no
harkeneth,,4,0.012,no
harome,,4,0.012,no
havenes,,4,0.012,no
heelde,,4,0.012,no
heeres,,4,0.012,no
heles,,4,0.012,no
hem̄,,4,0.012,no
hen̄,,4,0.012,no
herberowe,,4,0.012,no
herberugh,,4,0.012,no
herborou,,4,0.012,no
herken,,4,0.012,no
herof,,4,0.012,no
hey,,4,0.012,no
heyghe,,4,0.012,no
hield,,4,0.012,no
hiew,,4,0.012,no
hing,,4,0.012,no
hoberd,,4,0.012,no
hoold,,4,0.012,no
hostelerye,,4,0.012,no
hostrie,,4,0.012,no
hounses,,4,0.012,no
hue,,4,0.012,no
huyre,,4,0.012,no
hyegh,,4,0.012,no
hyghte,,4,0.012,no
hyndereste,,4,0.012,no
hyther,,4,0.012,no
iamque,,4,0.012,no
ierm,,4,0.012,no
ierusaleme,,4,0.012,no
ihesus,,4,0.012,no
inglond,,4,0.012,no
iouste,,4,0.012,no
iust,,4,0.012,no
iustyse,,4,0.012,no
iye,,4,0.012,no
karpe,,4,0.012,no
kaunterbyry,,4,0.012,no
ke,,4,0.012,no
kep,,4,0.012,no
kepen̄,,4,0.012,no
kut,,4,0.012,no
ladye,,4,0.012,no
latou,,4,0.012,no
laurig,,4,0.012,no
ledmannage,,4,0.012,no
leekes,,4,0.012,no
les,,4,0.012,no
leuen,,4,0.012,no
lewede,,4,0.012,no
leyeys,,4,0.012,no
lia,,4,0.012,no
lierned,,4,0.012,no
limitour,,4,0.012,no
lirned,,4,0.012,no
lockys,,4,0.012,no
lodmenage,,4,0.012,no
logh,,4,0.012,no
lokede,,4,0.012,no
lokyd,,4,0.012,no
londen,,4,0.012,no
londys,,4,0.012,no
lordyngges,,4,0.012,no
louli,,4,0.012,no
lovedayes,,4,0.012,no
lowlye,,4,0.012,no
lyeis,,4,0.012,no
lyhede,,4,0.012,no
lyketh,,4,0.012,no
lynede,,4,0.012,no
maistris,,4,0.012,no
maketh,,4,0.012,no
manhede,,4,0.012,no
manli,,4,0.012,no
mans,,4,0.012,no
mantil,,4,0.012,no
mastir,,4,0.012,no
matier,,4,0.012,no
maunsiple,,4,0.012,no
maury,,4,0.012,no
medley,,4,0.012,no
melke,,4,0.012,no
mirry,,4,0.012,no
mischef,,4,0.012,no
monye,,4,0.012,no
monyth,,4,0.012,no
moor,,4,0.012,no
morcelle,,4,0.012,no
morn,,4,0.012,no
morowen,,4,0.012,no
mortrewys,,4,0.012,no
mowth,,4,0.012,no
myddelburgh,,4,0.012,no
myghtte,,4,0.012,no
mykyl,,4,0.012,no
myrie,,4,0.012,no
myselue,,4,0.012,no
myȝhte,,4,0.012,no
nacio,,4,0.012,no
namoore,,4,0.012,no
nathelees,,4,0.012,no
nevyr,,4,0.012,no
neygh,,4,0.012,no
neyther,,4,0.012,no
nice,,4,0.012,no
noose,,4,0.012,no
norfolke,,4,0.012,no
norissynge,,4,0.012,no
nowher͗,,4,0.012,no
nyhe,,4,0.012,no
offering,,4,0.012,no
offten,,4,0.012,no
onon,,4,0.012,no
onto,,4,0.012,no
onyons,,4,0.012,no
ordir,,4,0.012,no
osterye,,4,0.012,no
ouerlyppe,,4,0.012,no
outrely,,4,0.012,no
outryder,,4,0.012,no
ovir,,4,0.012,no
oyno,,4,0.012,no
oþere,,4,0.012,no
palathye,,4,0.012,no
pany,,4,0.012,no
parfiȝt,,4,0.012,no
parfyt,,4,0.012,no
parfytte,,4,0.012,no
parische,,4,0.012,no
parishons,,4,0.012,no
passede,,4,0.012,no
payd,,4,0.012,no
payned,,4,0.012,no
pelwe,,4,0.012,no
persoun,,4,0.012,no
philosophir,,4,0.012,no
pikid,,4,0.012,no
pinnes,,4,0.012,no
pirly,,4,0.012,no
pitance,,4,0.012,no
plaine,,4,0.012,no
ple,,4,0.012,no
pleie,,4,0.012,no
ples,,4,0.012,no
plesau,,4,0.012,no
pleyen̄,,4,0.012,no
plouȝ,,4,0.012,no
pocok,,4,0.012,no
pomell,,4,0.012,no
pomly,,4,0.012,no
poort,,4,0.012,no
poraylle,,4,0.012,no
portray,,4,0.012,no
poudir,,4,0.012,no
poyna,,4,0.012,no
prayed,,4,0.012,no
preuyd,,4,0.012,no
priest,,4,0.012,no
prikasoure,,4,0.012,no
priores,,4,0.012,no
priueli,,4,0.012,no
proper,,4,0.012,no
proprely,,4,0.012,no
prycasour,,4,0.012,no
pryst,,4,0.012,no
pullid,,4,0.012,no
pur,,4,0.012,no
purchaso,,4,0.012,no
purchasynge,,4,0.012,no
purfyled,,4,0.012,no
pycardye,,4,0.012,no
pylled,,4,0.012,no
pylow,,4,0.012,no
pynchen,,4,0.012,no
quarre,,4,0.012,no
queen,,4,0.012,no
quyck,,4,0.012,no
rasy,,4,0.012,no
rauȝt,,4,0.012,no
ray,,4,0.012,no
realliche,,4,0.012,no
recchelees,,4,0.012,no
rechelees,,4,0.012,no
rechelesse,,4,0.012,no
redye,,4,0.012,no
reedy,,4,0.012,no
religion,,4,0.012,no
reme,,4,0.012,no
remena,,4,0.012,no
resoun̄,,4,0.012,no
reygne,,4,0.012,no
reyn̄,,4,0.012,no
richesse,,4,0.012,no
riȝte,,4,0.012,no
ro,,4,0.012,no
roobis,,4,0.012,no
rudeli,,4,0.012,no
rulid,,4,0.012,no
rynne,,4,0.012,no
ryve,,4,0.012,no
sanguein,,4,0.012,no
sangueyn,,4,0.012,no
