form,lang,count,per_thousand,stopword
εἴρετο,grc,3,0.034,no
εἰρήσομαι,grc,3,0.034,no
εἴρυσθαι,grc,3,0.034,no
εἴρω,grc,3,0.034,no
εἰσαγαγοῦσα,grc,3,0.034,no
εἰσανέβαινον,grc,3,0.034,no
εἰσαφίκηται,grc,3,0.034,no
εἰσαφίκοιτο,grc,3,0.034,no
εἴσεαι,grc,3,0.034,no
εἰσῆλθε,grc,3,0.034,no
ἐΐσης,grc,3,0.034,no
εἴσιδε,grc,3,0.034,no
εἰσιδέειν,grc,3,0.034,no
εἴσιδεν,grc,3,0.034,no
εἰσορόων,grc,3,0.034,no
εἶχε,grc,3,0.034,no
ἐκάη,grc,3,0.034,no
ἕκαστά,grc,3,0.034,no
ἑκάστην,grc,3,0.034,no
ἕκαστοι,grc,3,0.034,no
ἐκβαίνοντα,grc,3,0.034,no
ἐκέδασσεν,grc,3,0.034,no
ἐκεῖνοι,grc,3,0.034,no
ἐκεῖνον,grc,3,0.034,no
ἐκείνῳ,grc,3,0.034,no
ἐκείνων,grc,3,0.034,no
ἐκέκαστο,grc,3,0.034,no
ἐκέλσαμεν,grc,3,0.034,no
ἔκηε,grc,3,0.034,no
ἕκητι,grc,3,0.034,no
ἐκίρνα,grc,3,0.034,no
ἐκτελέσω,grc,3,0.034,no
ἐκτελέωμεν,grc,3,0.034,no
ἔκφυγε,grc,3,0.034,no
ἐλαίη,grc,3,0.034,no
ἔλασαν,grc,3,0.034,no
ἐλάσαντες,grc,3,0.034,no
ἐλάσῃ,grc,3,0.034,no
ἔλασσε,grc,3,0.034,no
ἔλασσεν,grc,3,0.034,no
ἐλεαίρων,grc,3,0.034,no
ἐλέησά,grc,3,0.034,no
ἐλείπομεν,grc,3,0.034,no
ἑλένῃ,grc,3,0.034,no
ἐλέφαντι,grc,3,0.034,no
ἐλθέμεναι,grc,3,0.034,no
ἔλθῃς,grc,3,0.034,no
ἕλκον,grc,3,0.034,no
ἑλοίμην,grc,3,0.034,no
ἔμβρυον,grc,3,0.034,no
ἔμελλες,grc,3,0.034,no
ἐμήν,grc,3,0.034,no
ἐμπλείην,grc,3,0.034,no
ἐμπλήσας,grc,3,0.034,no
ἐμυθεόμην,grc,3,0.034,no
ἔναιε,grc,3,0.034,no
ἐναίσιμοι,grc,3,0.034,no
ἑνδεκάτη,grc,3,0.034,no
ἔνεικαν,grc,3,0.034,no
ἐνένιπε,grc,3,0.034,no
ἐνίπλειον,grc,3,0.034,no
ἐννοσίγαιος,grc,3,0.034,no
ἕννυσθαι,grc,3,0.034,no
ἐντός,grc,3,0.034,no
ἐνώμα,grc,3,0.034,no
ἐξαίτους,grc,3,0.034,no
ἐξαῦτίς,grc,3,0.034,no
ἐξείνισσα,grc,3,0.034,no
ἐξελθοῦσα,grc,3,0.034,no
ἐξερέεσθαι,grc,3,0.034,no
ἐξέσσυτο,grc,3,0.034,no
ἔξοχʼ,grc,3,0.034,no
ἐόντʼ,grc,3,0.034,no
ἐόντε,grc,3,0.034,no
ἔπεʼ,grc,3,0.034,no
ἐπέβην,grc,3,0.034,no
ἐπέδησε,grc,3,0.034,no
ἐπειοί,grc,3,0.034,no
ἔπειραν,grc,3,0.034,no
ἔπειτά,grc,3,0.034,no
ἐπέλασσε,grc,3,0.034,no
ἔπεσʼ,grc,3,0.034,no
ἔπεσον,grc,3,0.034,no
ἐπέσσευεν,grc,3,0.034,no
ἐπεστέψαντο,grc,3,0.034,no
ἕπευ,grc,3,0.034,no
ἐπί,grc,3,0.034,yes
ἐπιδευέες,grc,3,0.034,no
ἐπικρατέουσιν,grc,3,0.034,no
ἐπιμασσάμενος,grc,3,0.034,no
ἐπίμεινον,grc,3,0.034,no
ἔπιον,grc,3,0.034,no
ἔπιπτεν,grc,3,0.034,no
ἔπιπτον,grc,3,0.034,no
ἐπισταδόν,grc,3,0.034,no
ἐπιτέλλομαι,grc,3,0.034,no
ἐποψόμενος,grc,3,0.034,no
ἑπτάετες,grc,3,0.034,no
ἐπῴχετο,grc,3,0.034,no
ἔργῳ,grc,3,0.034,no
ἔρεβος,grc,3,0.034,no
ἐρέει,grc,3,0.034,no
ἐρεείνεις,grc,3,0.034,no
ἔρεξα,grc,3,0.034,no
ἔρεξε,grc,3,0.034,no
ἔρεσσον,grc,3,0.034,no
ἐρίγδουπος,grc,3,0.034,no
ἐριδούπου,grc,3,0.034,no
ἐρίηρον,grc,3,0.034,no
ἔρις,grc,3,0.034,no
ἐρίφων,grc,3,0.034,no
ἕρκεος,grc,3,0.034,no
ἑρμεία,grc,3,0.034,no
ἔρξον,grc,3,0.034,no
ἔρριψε,grc,3,0.034,no
ἐρυκακέειν,grc,3,0.034,no
ἐρύκοι,grc,3,0.034,no
ἐρύσαντες,grc,3,0.034,no
ἐρύσσομεν,grc,3,0.034,no
ἔρχεαι,grc,3,0.034,no
ἔρχεσθε,grc,3,0.034,no
ἐρχομένοιο,grc,3,0.034,no
ἔσθʼ,grc,3,0.034,no
ἐσθῆτος,grc,3,0.034,no
ἐσθίετε,grc,3,0.034,no
ἐσθλὰ,grc,3,0.034,no
ἐσθλοί,grc,3,0.034,no
ἐσθλός,grc,3,0.034,no
ἔσομαι,grc,3,0.034,no
ἔσονται,grc,3,0.034,no
ἕσπερον,grc,3,0.034,no
ἑσσάμενος,grc,3,0.034,no
ἔσσεαι,grc,3,0.034,no
ἕσσεν,grc,3,0.034,no
ἑστήκει,grc,3,0.034,no
ἔστην,grc,3,0.034,no
ἔστησαν,grc,3,0.034,no
ἐσχαρόφιν,grc,3,0.034,no
ἔσχον,grc,3,0.034,no
ἔσχοντο,grc,3,0.034,no
ἑταίροισιν,grc,3,0.034,no
ἔτεκεν,grc,3,0.034,no
ἐτελέσθη,grc,3,0.034,no
ἐτέλεσσε,grc,3,0.034,no
ἕτερόν,grc,3,0.034,no
ἑτέρωσε,grc,3,0.034,no
ἔτικτε,grc,3,0.034,no
ἐτίμα,grc,3,0.034,no
ἔτρεφε,grc,3,0.034,no
ἐτώσια,grc,3,0.034,no
εὐδείελον,grc,3,0.034,no
εὕδοντʼ,grc,3,0.034,no
εὐεργέα,grc,3,0.034,no
ἐυῆρες,grc,3,0.034,no
ἐΰθρονον,grc,3,0.034,no
ἐυκνήμιδας,grc,3,0.034,no
ἐϋκνήμιδας,grc,3,0.034,no
εὐνάζοντο,grc,3,0.034,no
εὔξατο,grc,3,0.034,no
ἐύξοον,grc,3,0.034,no
ἐυπλοκάμοισι,grc,3,0.034,no
εὐρεῖαν,grc,3,0.034,no
εὐρείης,grc,3,0.034,no
εὑρέμεναι,grc,3,0.034,no
εὖρος,grc,3,0.034,no
εὐρύκλειʼ,grc,3,0.034,no
εὐρύμαχον,grc,3,0.034,no
εὐρυμάχῳ,grc,3,0.034,no
εὐρυοδείης,grc,3,0.034,no
εὐρώεντα,grc,3,0.034,no
ἐύσσελμοι,grc,3,0.034,no
εὔτυκτον,grc,3,0.034,no
ἐϋφρονέων,grc,3,0.034,no
εὔχεο,grc,3,0.034,no
εὐχόμεθʼ,grc,3,0.034,no
εὖχος,grc,3,0.034,no
ἔφασαν,grc,3,0.034,no
ἐφεύρομεν,grc,3,0.034,no
ἐφήσω,grc,3,0.034,no
ἐφορᾷ,grc,3,0.034,no
ἐχέμεν,grc,3,0.034,no
ἔχεται,grc,3,0.034,no
ἔχετον,grc,3,0.034,no
ἐχέφρονι,grc,3,0.034,no
ἔχῃ,grc,3,0.034,no
ἐχόμην,grc,3,0.034,no
ἔχονται,grc,3,0.034,no
ἔχρισεν,grc,3,0.034,no
ἔχωμεν,grc,3,0.034,no
ἐώλπει,grc,3,0.034,no
ζακύνθῳ,grc,3,0.034,no
ζείδωρος,grc,3,0.034,no
ζεύγνυντʼ,grc,3,0.034,no
ζεφύροιο,grc,3,0.034,no
ζηνὶ,grc,3,0.034,no
ζυγὸν,grc,3,0.034,no
ζωὴν,grc,3,0.034,no
ζώνην,grc,3,0.034,no
ζωόν,grc,3,0.034,no
ζώοντες,grc,3,0.034,no
ζώοντος,grc,3,0.034,no
ζωοῦ,grc,3,0.034,no
ἥατο,grc,3,0.034,no
ἥβην,grc,3,0.034,no
ἦγε,grc,3,0.034,no
ἡγεμόνευʼ,grc,3,0.034,no
ἤγερθεν,grc,3,0.034,no
ἠδέ,grc,3,0.034,no
ἡδυπότοιο,grc,3,0.034,no
ᾖεν,grc,3,0.034,no
ἠέρα,grc,3,0.034,no
ἤην,grc,3,0.034,no
ἤθελεν,grc,3,0.034,no
ἤϊκτο,grc,3,0.034,no
ἠιόνας,grc,3,0.034,no
ἤκουσα,grc,3,0.034,no
ἤκουσε,grc,3,0.034,no
ἠλακάτην,grc,3,0.034,no
ἤλιδα,grc,3,0.034,no
ἤλυθες,grc,3,0.034,no
ἠμαθόεντα,grc,3,0.034,no
ἠμαθόεντος,grc,3,0.034,no
ἠματίη,grc,3,0.034,no
ἥμεθʼ,grc,3,0.034,no
ἥμεναι,grc,3,0.034,no
ἥμενον,grc,3,0.034,no
ἡμέραι,grc,3,0.034,no
ἡμέτερε,grc,3,0.034,no
ἡμετέρη,grc,3,0.034,no
ἡμετέρῃ,grc,3,0.034,no
ἡμετέροισιν,grc,3,0.034,no
ἡμετέρων,grc,3,0.034,no
ἡμιόνοιιν,grc,3,0.034,no
ἠνεμοέσσας,grc,3,0.034,no
ἤντησας,grc,3,0.034,no
ἠνώγεα,grc,3,0.034,no
ἧός,grc,3,0.034,no
ἠοῦς,grc,3,0.034,no
ἤπια,grc,3,0.034,no
ἤπιον,grc,3,0.034,no
ἦρα,grc,3,0.034,no
ἥρη,grc,3,0.034,no
ἠρήσαντο,grc,3,0.034,no
ἦσθε,grc,3,0.034,no
ἠύτʼ,grc,3,0.034,no
ἤχθηρε,grc,3,0.034,no
θαλερὴ,grc,3,0.034,no
θαμὰ,grc,3,0.034,no
θανόντι,grc,3,0.034,no
θανόντος,grc,3,0.034,no
θαύμαζεν,grc,3,0.034,no
θεᾶς,grc,3,0.034,no
θείειν,grc,3,0.034,no
θέμεναι,grc,3,0.034,no
θέμενος,grc,3,0.034,no
θεοειδὴς,grc,3,0.034,no
θεσπεσίοιο,grc,3,0.034,no
θέσπιν,grc,3,0.034,no
θέσφαθʼ,grc,3,0.034,no
θέων,grc,3,0.034,no
θηήσατο,grc,3,0.034,no
θῆκαν,grc,3,0.034,no
θηλυτέρῃσι,grc,3,0.034,no
θήσειν,grc,3,0.034,no
θῖνʼ,grc,3,0.034,no
θοῆς,grc,3,0.034,no
θοῇς,grc,3,0.034,no
θρασυμήδης,grc,3,0.034,no
θρῆνυν,grc,3,0.034,no
θρόνοις,grc,3,0.034,no
θῦε,grc,3,0.034,no
θυμαλγέα,grc,3,0.034,no
θυμολέοντα,grc,3,0.034,no
θυοσκόος,grc,3,0.034,no
θυρεὸν,grc,3,0.034,no
θύρετρα,grc,3,0.034,no
θύων,grc,3,0.034,no
ἰάνθη,grc,3,0.034,no
ἴδηαι,grc,3,0.034,no
ἴδησθε,grc,3,0.034,no
ἴδμεναι,grc,3,0.034,no
ἰδομενῆα,grc,3,0.034,no
ἰδόμην,grc,3,0.034,no
ἴδωμαι,grc,3,0.034,no
ἱέμενον,grc,3,0.034,no
ἱέμενός,grc,3,0.034,no
ἱεροῖς,grc,3,0.034,no
ἵκανον,grc,3,0.034,no
ἰκαρίου,grc,3,0.034,no
ἵκεθʼ,grc,3,0.034,no
ἱκέτης,grc,3,0.034,no
ἵκοισθε,grc,3,0.034,no
ἵκοιτʼ,grc,3,0.034,no
ἴκρια,grc,3,0.034,no
ἱμάντα,grc,3,0.034,no
ἵππον,grc,3,0.034,no
ἱρὰ,grc,3,0.034,no
ἶρον,grc,3,0.034,no
ἴσασιν,grc,3,0.034,no
ἶσος,grc,3,0.034,no
ἱσταμένοιο,grc,3,0.034,no
ἵστασαν,grc,3,0.034,no
ἱστοπέδῃ,grc,3,0.034,no
ἱστοὺς,grc,3,0.034,no
ἴσχει,grc,3,0.034,no
ἰφθίμῳ,grc,3,0.034,no
ἴω,grc,3,0.034,no
καθέζετο,grc,3,0.034,no
καθύπερθε,grc,3,0.034,no
κακὴν,grc,3,0.034,no
κακοὶ,grc,3,0.034,no
κακοΐλιον,grc,3,0.034,no
κακοῖσιν,grc,3,0.034,no
καλαὶ,grc,3,0.034,no
κάλει,grc,3,0.034,no
καλέουσι,grc,3,0.034,no
καλέσας,grc,3,0.034,no
καλεσσάμενος,grc,3,0.034,no
καλέσσας,grc,3,0.034,no
καλεῦντες,grc,3,0.034,no
καλὴ,grc,3,0.034,no
κάλλιμα,grc,3,0.034,no
κάλλιπʼ,grc,3,0.034,no
καλλίτριχας,grc,3,0.034,no
κάματος,grc,3,0.034,no
καμπύλα,grc,3,0.034,no
κανέοιο,grc,3,0.034,no
κανέοισιν,grc,3,0.034,no
καπνοῦ,grc,3,0.034,no
κάρτος,grc,3,0.034,no
κάτʼ,grc,3,0.034,no
κατατεθνηυίης,grc,3,0.034,no
κατέδησε,grc,3,0.034,no
κατέδησεν,grc,3,0.034,no
κατέδραθον,grc,3,0.034,no
κατέλειπον,grc,3,0.034,no
κατέλεξεν,grc,3,0.034,no
κατέπεφνε,grc,3,0.034,no
κατερύκεται,grc,3,0.034,no
κατέχευε,grc,3,0.034,no
κατηρεφές,grc,3,0.034,no
κεδνὴ,grc,3,0.034,no
κείμεθʼ,grc,3,0.034,no
κειμήλιον,grc,3,0.034,no
κείνοισιν,grc,3,0.034,no
κείνων,grc,3,0.034,no
κείων,grc,3,0.034,no
κεκλιμένη,grc,3,0.034,no
κεκοτηότι,grc,3,0.034,no
κελαινεφές,grc,3,0.034,no
κελαινόν,grc,3,0.034,no
κελαινὸν,grc,3,0.034,no
κέλευσε,grc,3,0.034,no
κελεύω,grc,3,0.034,no
κέλονται,grc,3,0.034,no
κέρασιν,grc,3,0.034,no
κεραυνόν,grc,3,0.034,no
κεφαλλήνων,grc,3,0.034,no
κεχαρισμένα,grc,3,0.034,no
κεχολῶσθαι,grc,3,0.034,no
κέχρητʼ,grc,3,0.034,no
κήδετο,grc,3,0.034,no
κηρὶ,grc,3,0.034,no
κίνησε,grc,3,0.034,no
κιόντα,grc,3,0.034,no
κιόντες,grc,3,0.034,no
κλαίειν,grc,3,0.034,no
κλαίοντες,grc,3,0.034,no
κλαίουσα,grc,3,0.034,no
κλαυθμοῖο,grc,3,0.034,no
κληῗσαι,grc,3,0.034,no
κλήϊσεν,grc,3,0.034,no
κλῦθι,grc,3,0.034,no
κλῦθί,grc,3,0.034,no
κλυταιμνήστρη,grc,3,0.034,no
κλυτὸς,grc,3,0.034,no
κοίτοιο,grc,3,0.034,no
κοῖτος,grc,3,0.034,no
κοίτου,grc,3,0.034,no
κομιδὴ,grc,3,0.034,no
κομόωντας,grc,3,0.034,no
κονίῃσιν,grc,3,0.034,no
κόπρῳ,grc,3,0.034,no
κορώνῃ,grc,3,0.034,no
κούρω,grc,3,0.034,no
κρατερὸν,grc,3,0.034,no
κρατὶ,grc,3,0.034,no
κρέας,grc,3,0.034,no
κρειόντων,grc,3,0.034,no
κρήνην,grc,3,0.034,no
κρήτεσσι,grc,3,0.034,no
κρητῆρι,grc,3,0.034,no
κρητῆρος,grc,3,0.034,no
κρῖ,grc,3,0.034,no
κρονίδη,grc,3,0.034,no
κρύψω,grc,3,0.034,no
κτεατίσσας,grc,3,0.034,no
κτεῖνε,grc,3,0.034,no
κτείνοντο,grc,3,0.034,no
κτέρεα,grc,3,0.034,no
κτήματά,grc,3,0.034,no
κυκλώπεσσι,grc,3,0.034,no
κύκλωπος,grc,3,0.034,no
κύματʼ,grc,3,0.034,no
κύνεον,grc,3,0.034,no
κύντερον,grc,3,0.034,no
κύρμα,grc,3,0.034,no
κύσσε,grc,3,0.034,no
λαερτιάδην,grc,3,0.034,no
λαοδάμαντα,grc,3,0.034,no
λαοδάμας,grc,3,0.034,no
λέγε,grc,3,0.034,no
λειμῶνα,grc,3,0.034,no
λέκτροισι,grc,3,0.034,no
λέξομαι,grc,3,0.034,no
λέοντες,grc,3,0.034,no
λέσβῳ,grc,3,0.034,no
λευκώλενοι,grc,3,0.034,no
λεχέεσσιν,grc,3,0.034,no
λήθετʼ,grc,3,0.034,no
λίθος,grc,3,0.034,no
λιλαίεαι,grc,3,0.034,no
λιμένας,grc,3,0.034,no
λιμένες,grc,3,0.034,no
λιμὴν,grc,3,0.034,no
λιπαροῖσιν,grc,3,0.034,no
λίπεν,grc,3,0.034,no
λιπόμην,grc,3,0.034,no
λίπον,grc,3,0.034,no
λίσσεσθαι,grc,3,0.034,no
λισσὴ,grc,3,0.034,no
λούσαντο,grc,3,0.034,no
λοῦσεν,grc,3,0.034,no
λοῦσέν,grc,3,0.034,no
λοχησάμενος,grc,3,0.034,no
λυγρῷ,grc,3,0.034,no
λῦσε,grc,3,0.034,no
λώβην,grc,3,0.034,no
λωτοῖο,grc,3,0.034,no
μακαρίζοι,grc,3,0.034,no
μακρά,grc,3,0.034,no
μακών,grc,3,0.034,no
μαλακοῖς,grc,3,0.034,no
μαλακὸν,grc,3,0.034,no
μάλιστʼ,grc,3,0.034,no
μαντεύσομαι,grc,3,0.034,no
μάχοιτο,grc,3,0.034,no
μεγάλης,grc,3,0.034,no
μεγαλήτορι,grc,3,0.034,no
μεγάλους,grc,3,0.034,no
μεγάλῳ,grc,3,0.034,no
μεγαπένθης,grc,3,0.034,no
μέγαρʼ,grc,3,0.034,no
μέγαρόνδε,grc,3,0.034,no
μέγιστον,grc,3,0.034,no
μείζονα,grc,3,0.034,no
μελανθεύς,grc,3,0.034,no
μελάνθιον,grc,3,0.034,no
μέλεσσι,grc,3,0.034,no
μεμαῶτα,grc,3,0.034,no
μεμαῶτες,grc,3,0.034,no
μεμιγμένον,grc,3,0.034,no
μέμνηται,grc,3,0.034,no
μένεϊ,grc,3,0.034,no
μερμηρίζει,grc,3,0.034,no
μερμήριξα,grc,3,0.034,no
μερμήριξεν,grc,3,0.034,no
μεσσηγὺς,grc,3,0.034,no
μετόπισθʼ,grc,3,0.034,no
μετώπῳ,grc,3,0.034,no
μηκάδας,grc,3,0.034,no
μηκέτʼ,grc,3,0.034,no
μήλοισι,grc,3,0.034,no
μῆλον,grc,3,0.034,no
μῆνα,grc,3,0.034,no
μῆνιν,grc,3,0.034,no
μηνῶν,grc,3,0.034,no
μῆρʼ,grc,3,0.034,no
μηρία,grc,3,0.034,no
μήσατο,grc,3,0.034,no
μητίετα,grc,3,0.034,no
μίαν,grc,3,0.034,no
μιγεῖσα,grc,3,0.034,no
μίμνειν,grc,3,0.034,no
μίνυνθά,grc,3,0.034,no
μνησώμεθα,grc,3,0.034,no
μολπῆς,grc,3,0.034,no
μυθεῖται,grc,3,0.034,no
ναῖε,grc,3,0.034,no
ναῖεν,grc,3,0.034,no
νέηται,grc,3,0.034,no
νεκρῶν,grc,3,0.034,no
νέκυας,grc,3,0.034,no
νεκύεσσι,grc,3,0.034,no
νέκυσσιν,grc,3,0.034,no
νεμεσήσῃ,grc,3,0.034,no
νέμεσις,grc,3,0.034,no
νεμεσσῶμαι,grc,3,0.034,no
νέος,grc,3,0.034,no
νέστορ,grc,3,0.034,no
νέστορι,grc,3,0.034,no
νεστορίδη,grc,3,0.034,no
νευστάζων,grc,3,0.034,no
νέφεα,grc,3,0.034,no
νεώτεροι,grc,3,0.034,no
νεώτερον,grc,3,0.034,no
νῆʼ,grc,3,0.034,no
νηϊάδες,grc,3,0.034,no
νηλείτιδές,grc,3,0.034,no
νηλεὺς,grc,3,0.034,no
νηληϊάδη,grc,3,0.034,no
νήματʼ,grc,3,0.034,no
νημερτής,grc,3,0.034,no
νήπιός,grc,3,0.034,no
νήσων,grc,3,0.034,no
νηυσίν,grc,3,0.034,no
νοέοντι,grc,3,0.034,no
νοήματα,grc,3,0.034,no
νοήμονες,grc,3,0.034,no
νοῆσαι,grc,3,0.034,no
νομῆας,grc,3,0.034,no
νομῆες,grc,3,0.034,no
νόοιο,grc,3,0.034,no
νοστήσαντι,grc,3,0.034,no
νοστήσειε,grc,3,0.034,no
νόστιμός,grc,3,0.034,no
νοσφισσαμένη,grc,3,0.034,no
νοῦσος,grc,3,0.034,no
νυκτὸς,grc,3,0.034,no
νώμησεν,grc,3,0.034,no
ξεινήιον,grc,3,0.034,no
ξείνιον,grc,3,0.034,no
ξεῖνοί,grc,3,0.034,no
ξείνοισιν,grc,3,0.034,no
ξεῖνός,grc,3,0.034,no
ξενίη,grc,3,0.034,no
ξεστοῖσι,grc,3,0.034,no
ξυμβλήμενος,grc,3,0.034,no
ὄβριμον,grc,3,0.034,no
ὁδίτης,grc,3,0.034,no
ὁδόν,grc,3,0.034,no
ὀδύρεται,grc,3,0.034,no
ὀδυρομένην,grc,3,0.034,no
ὀδυρόμενοι,grc,3,0.034,no
ὀϊζύν,grc,3,0.034,no
ὀιζυρὸν,grc,3,0.034,no
οἴην,grc,3,0.034,no
οἰκίʼ,grc,3,0.034,no
οἴκοιο,grc,3,0.034,no
οἴκους,grc,3,0.034,no
οἰκτίστῳ,grc,3,0.034,no
οἰνοβαρείων,grc,3,0.034,no
οἰνοχόος,grc,3,0.034,no
οἶοι,grc,3,0.034,no
ὄις,grc,3,0.034,no
ὄϊς,grc,3,0.034,no
ὀισάμενος,grc,3,0.034,no
οἶσε,grc,3,0.034,no
οἰσέμεναι,grc,3,0.034,no
οἷσί,grc,3,0.034,no
οἷσίν,grc,3,0.034,no
ὀϊστόν,grc,3,0.034,no
ὀίων,grc,3,0.034,no
οἰωνοὶ,grc,3,0.034,no
ὀκτωκαιδεκάτῃ,grc,3,0.034,no
ὄλεθρος,grc,3,0.034,no
ὀλέσαντες,grc,3,0.034,no
ὀλοοῖς,grc,3,0.034,no
ὀλοόφρονος,grc,3,0.034,no
ὀλοφώια,grc,3,0.034,no
ὀλύμπια,grc,3,0.034,no
ὀλυμπίου,grc,3,0.034,no
ὁμηγερέες,grc,3,0.034,no
ὁμηλικίη,grc,3,0.034,no
ὁμιλήσειεν,grc,3,0.034,no
ὁμόκλεον,grc,3,0.034,no
ὄμοσάν,grc,3,0.034,no
ὀμόσσαι,grc,3,0.034,no
ὀνείδεα,grc,3,0.034,no
ὀνομαστήν,grc,3,0.034,no
ὀνομήνω,grc,3,0.034,no
ὀξέα,grc,3,0.034,no
ὄπʼ,grc,3,0.034,no
ὀπὶ,grc,3,0.034,no
ὀπίσω,grc,3,0.034,no
ὅππη,grc,3,0.034,no
ὁρᾷ,grc,3,0.034,no
ὁράασθαι,grc,3,0.034,no
ὄρεα,grc,3,0.034,no
ὄρηται,grc,3,0.034,no
ὀρθὸν,grc,3,0.034,no
ὄρινε,grc,3,0.034,no
ὅρκια,grc,3,0.034,no
ὅρκῳ,grc,3,0.034,no
ὁρμαίνοντες,grc,3,0.034,no
ὅρμον,grc,3,0.034,no
ὄρνιθες,grc,3,0.034,no
ὁρόων,grc,3,0.034,no
ὁρόωντες,grc,3,0.034,no
ὄρσας,grc,3,0.034,no
ὀρτιλόχοιο,grc,3,0.034,no
ὄρχατον,grc,3,0.034,no
ὁρώμενος,grc,3,0.034,no
ὄσσαν,grc,3,0.034,no
ὀστέʼ,grc,3,0.034,no
ὀτρύνει,grc,3,0.034,no
οὐδέν,grc,3,0.034,no
οὐλήν,grc,3,0.034,no
οὐλοχύτας,grc,3,0.034,no
οὐρανίωνες,grc,3,0.034,no
οὐρανοῦ,grc,3,0.034,no
οὔρῳ,grc,3,0.034,no
οὕς,grc,3,0.034,no
οὐτιδανὸς,grc,3,0.034,no
οὖτις,grc,3,0.034,no
ὀφθαλμοῦ,grc,3,0.034,no
ὀφθαλμῷ,grc,3,0.034,no
ὀφθαλμῶν,grc,3,0.034,no
ὄψα,grc,3,0.034,no
ὄψεται,grc,3,0.034,no
παλαιά,grc,3,0.034,no
παλαιοῦ,grc,3,0.034,no
παλάμῃσι,grc,3,0.034,no
παναχαιοί,grc,3,0.034,no
πανημέριοι,grc,3,0.034,no
πάνθʼ,grc,3,0.034,no
παννύχιος,grc,3,0.034,no
πάντῃ,grc,3,0.034,no
παντὶ,grc,3,0.034,no
πάντοθεν,grc,3,0.034,no
παράκοιτις,grc,3,0.034,no
παρασταδὸν,grc,3,0.034,no
παρεῖναι,grc,3,0.034,no
παρὲκ,grc,3,0.034,no
παρθέμενοι,grc,3,0.034,no
παρθένος,grc,3,0.034,no
πᾶσα,grc,3,0.034,no
πάσαντο,grc,3,0.034,no
πατέρων,grc,3,0.034,no
πατρὶς,grc,3,0.034,no
πατροφονῆα,grc,3,0.034,no
παῦσαν,grc,3,0.034,no
πειθώμεθα,grc,3,0.034,no
πείραιον,grc,3,0.034,no
πείραιος,grc,3,0.034,no
πείρων,grc,3,0.034,no
πεισηνορίδαο,grc,3,0.034,no
πεῖσμα,grc,3,0.034,no
πελέκεων,grc,3,0.034,no
πέλεκυν,grc,3,0.034,no
πέλεται,grc,3,0.034,no
πελώριον,grc,3,0.034,no
πέμψαι,grc,3,0.034,no
πέμψει,grc,3,0.034,no
πεπληγυῖα,grc,3,0.034,no
πεπνυμένον,grc,3,0.034,no
πέπον,grc,3,0.034,no
περικλυτόν,grc,3,0.034,no
περικλυτὸς,grc,3,0.034,no
περίμετρον,grc,3,0.034,no
περόωσι,grc,3,0.034,no
περσεφονείης,grc,3,0.034,no
πετέσθην,grc,3,0.034,no
πέτρῃσι,grc,3,0.034,no
πευθοίαθʼ,grc,3,0.034,no
πέφραδε,grc,3,0.034,no
πεφύκει,grc,3,0.034,no
πεφυρμένη,grc,3,0.034,no
πῆ,grc,3,0.034,no
πηδάλιον,grc,3,0.034,no
πηλῆος,grc,3,0.034,no
πήματʼ,grc,3,0.034,no
πηνελοπείης,grc,3,0.034,no
πήχεε,grc,3,0.034,no
πιέμεν,grc,3,0.034,no
πίθοντο,grc,3,0.034,no
πικρόγαμοί,grc,3,0.034,no
πικρὸν,grc,3,0.034,no
πίνακας,grc,3,0.034,no
πῖνέ,grc,3,0.034,no
πίνειν,grc,3,0.034,no
πινέμεν,grc,3,0.034,no
πινυτή,grc,3,0.034,no
πλέον,grc,3,0.034,no
πνοιῇς,grc,3,0.034,no
πόδα,grc,3,0.034,no
ποδὶ,grc,3,0.034,no
ποθέοντες,grc,3,0.034,no
ποθὴ,grc,3,0.034,no
πόθος,grc,3,0.034,no
ποίει,grc,3,0.034,no
ποιήεντα,grc,3,0.034,no
ποίης,grc,3,0.034,no
ποίησʼ,grc,3,0.034,no
ποιῆσαι,grc,3,0.034,no
ποίησαν,grc,3,0.034,no
ποικίλʼ,grc,3,0.034,no
ποῖον,grc,3,0.034,no
πολέας,grc,3,0.034,no
πολέες,grc,3,0.034,no
πολεμίζομεν,grc,3,0.034,no
πόλεμόν,grc,3,0.034,no
πολέος,grc,3,0.034,no
πολιόν,grc,3,0.034,no
πολλὴ,grc,3,0.034,no
πολυδακρύτοιο,grc,3,0.034,no
πολυδένδρεον,grc,3,0.034,no
πολυδέσμου,grc,3,0.034,no
πολυκλύστῳ,grc,3,0.034,no
πολυτρήτοισι,grc,3,0.034,no
πολύφημος,grc,3,0.034,no
πονέοντο,grc,3,0.034,no
πονησάμενος,grc,3,0.034,no
πόνον,grc,3,0.034,no
πόνος,grc,3,0.034,no
πόνου,grc,3,0.034,no
ποντόνοος,grc,3,0.034,no
πόρῃσιν,grc,3,0.034,no
πόρφυρε,grc,3,0.034,no
πόσει,grc,3,0.034,no
ποσείδαον,grc,3,0.034,no
ποσειδάωνος,grc,3,0.034,no
πότνα,grc,3,0.034,no
ποτοῖο,grc,3,0.034,no
ποτὸν,grc,3,0.034,no
πρῆξις,grc,3,0.034,no
προβλῆτες,grc,3,0.034,no
προΐει,grc,3,0.034,no
