register,entry,lemma,reading,witnesses,source,resp,cert,type,isLemma
critical,ldlt-balex:0.1.1.0.72.1.3,"unus, qui","unus
                              qui",,,,low,conjecture,false
critical,ldlt-balex:0.1.1.0.72.1.3,"unus, qui","unus
                              est qui",,,,low,conjecture,false
critical,ldlt-balex:0.1.1.0.72.1.4,superioribus locis atque itineribus paene coniunctus oppido,superioribus locis atque itineribus paene coniunctus oppido,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.72.1.4,superioribus locis atque itineribus paene coniunctus oppido,"transposuerunt
                              post unus Klotz dubitanter, post
                           nobilitatem Morus dubitanter, post Zela Madvig 1.48–49",,,,,,false
critical,ldlt-balex:0.1.1.0.72.1.4,superioribus locis atque itineribus paene coniunctus oppido,seclusit ut glossema,,Vielhaber1869,,,,false
critical,ldlt-balex:0.1.1.0.72.1.4.0.0,itineribus,itineribus,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.72.1.4.0.0,itineribus,commodis itineribus,,Klotz,,,,false
critical,ldlt-balex:0.1.1.0.72.1.4.0.1,coniunctus,coniunctus,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.72.1.4.0.1,coniunctus,coniunctus est,,Vielhaber1869,,,,false
critical,ldlt-balex:0.1.1.0.72.1.4.0.1,coniunctus,coniunctis,,Larsen,,,,false
critical,ldlt-balex:0.1.1.0.72.1.5,nec,nec,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.72.1.5,nec,non,,Morus,,,,false
critical,ldlt-balex:0.1.1.0.73.0.0,munituras,munituras,U,,,,,true
critical,ldlt-balex:0.1.1.0.73.0.0,munituras,munitura,M,,,,,false
critical,ldlt-balex:0.1.1.0.73.0.0,munituras,muniturus,S T,,,,,false
critical,ldlt-balex:0.1.1.0.73.0.0,munituras,munitur,Vac,,,,,false
critical,ldlt-balex:0.1.1.0.73.0.1,"si modo ea loca hostes
                           priores non cepissent","si modo ea loca hostes
                           priores non cepissent",M,,,,,true
critical,ldlt-balex:0.1.1.0.73.0.1,"si modo ea loca hostes
                           priores non cepissent","si modo ea loca hostes priores
                           cepissent",U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.73.0.1,"si modo ea loca hostes
                           priores non cepissent","nisi modo ea loca
                           hostes priores cepissent",,,,low,conjecture,false
critical,ldlt-balex:0.1.1.0.73.0.2,erant,erant,M U V,,,,,true
critical,ldlt-balex:0.1.1.0.73.0.2,erant,erat,S T,,,,,false
critical,ldlt-balex:0.1.1.0.73.1.0,prima luce,prima luce,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.73.1.0,prima luce,"profectus uel egressus
                           prima luce",,Larsen,,,,false
critical,ldlt-balex:0.1.1.0.73.1.0,prima luce,"prima
                              luce",,,,low,conjecture,false
critical,ldlt-balex:0.1.1.0.73.1.1,Triarium,Triarium,M S,,,,,true
critical,ldlt-balex:0.1.1.0.73.1.1,Triarium,traiarium,U T V,,,,,false
critical,ldlt-balex:0.1.1.0.73.2.0,Hoc,Hoc,M U S,,,,,true
critical,ldlt-balex:0.1.1.0.73.2.0,Hoc,huc,T V,,,,,false
critical,ldlt-balex:0.1.1.0.73.2.1,aggerere tum,aggerere tum,,scripsimus,,,,true
critical,ldlt-balex:0.1.1.0.73.2.1,aggerere tum,agerentur,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.73.2.1,aggerere tum,agerent,,Schneider,,,,false
critical,ldlt-balex:0.1.1.0.73.2.1,aggerere tum,gererent,,Madvig,,,,false
critical,ldlt-balex:0.1.1.0.73.2.2,discederet,discederet,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.73.2.2,discederet,cessaret,M,,,,,false
critical,ldlt-balex:0.1.1.0.73.2.3,passuum mille,passuum mille,edprin,,,,,true
critical,ldlt-balex:0.1.1.0.73.2.3,passuum mille,passuum,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.73.2.4,intercisa,intercisa,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.73.2.4,intercisa,intermissa,,Schneider,,,,false
critical,ldlt-balex:0.1.1.0.73.2.4,intercisa,intermisso,,,,low,conjecture,false
critical,ldlt-balex:0.1.1.0.73.2.5,incepto,incepto,M U S,,,,,true
critical,ldlt-balex:0.1.1.0.73.2.5,incepto,incerto,T V,,,,,false
critical,ldlt-balex:0.1.1.0.73.2.6,"Caesaris
                           castrorum","Caesaris
                           castrorum",M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.73.2.6,"Caesaris
                           castrorum",Caesaris castrorum,,Kraner,,,,false
critical,ldlt-balex:0.1.1.0.74.2.0,"impulsus
                           siue","impulsus
                           siue",M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.74.2.0,"impulsus
                           siue","siue
                           impulsus",,,,low,conjecture,false
critical,ldlt-balex:0.1.1.0.74.2.1,comperta,comperta,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.74.2.1,comperta,contempta,,Fischer,,,,false
critical,ldlt-balex:0.1.1.0.74.2.2,ueterani,ueterani,,Stephanus,,,,true
critical,ldlt-balex:0.1.1.0.74.2.2,ueterani,ueterana,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.74.2.2,ueterani,ueterani,,,,low,conjecture,false
critical,ldlt-balex:0.1.1.0.74.2.3,quem,quem,S T V,,,,,true
critical,ldlt-balex:0.1.1.0.74.2.3,quem,quem cum legione,M,,,,,false
critical,ldlt-balex:0.1.1.0.74.2.3,quem,cum legione quem,U,,,,,false
critical,ldlt-balex:0.1.1.0.74.2.4,contemptione,contemptione,,scripsimus,,,,true
critical,ldlt-balex:0.1.1.0.74.2.4,contemptione,contemptum,M U S,,,,,false
critical,ldlt-balex:0.1.1.0.74.2.4,contemptione,contemptu,T V,,,,,false
critical,ldlt-balex:0.1.1.0.74.2.5,"praerupta
                           ualle","praerupta
                           ualle",M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.74.2.5,"praerupta
                           ualle",in praeruptam uallem,,Schneider,,,,false
critical,ldlt-balex:0.1.1.0.74.3.1,coartationem,coartationem,,Brutus,,,,true
critical,ldlt-balex:0.1.1.0.74.3.1,coartationem,cohortationem,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.74.3.2,locum,locum,edprin,,,,,true
critical,ldlt-balex:0.1.1.0.74.3.2,locum,loco,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.74.3.3,hostis,hostis,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.74.3.3,hostis,hostis,,Bentley,,,,false
critical,ldlt-balex:0.1.1.0.74.3.4,in procliuem,in procliuem,,Nipperdey,,,,true
critical,ldlt-balex:0.1.1.0.74.3.4,in procliuem,in proelium,S T,,,,,false
critical,ldlt-balex:0.1.1.0.74.3.4,in procliuem,in bellum,V,,,,,false
critical,ldlt-balex:0.1.1.0.74.3.4,in procliuem,"praeruptam in
                           proelium",U,,,,,false
critical,ldlt-balex:0.1.1.0.74.3.4,in procliuem,in praeruptam,M,,,,,false
critical,ldlt-balex:0.1.1.0.75.0.0,oppressus,oppressus,S T V,,,,,true
critical,ldlt-balex:0.1.1.0.75.0.0,oppressus,oppressos,M U,,,,,false
critical,ldlt-balex:0.1.1.0.75.0.1,"operibus
                           reuocat","operibus
                           reuocat",,Naqvi,,,,true
critical,ldlt-balex:0.1.1.0.75.0.1,"operibus
                           reuocat",operibus uocat,M U S V,,,,,false
critical,ldlt-balex:0.1.1.0.75.0.1,"operibus
                           reuocat",opere uocat,T,,,,,false
critical,ldlt-balex:0.1.1.0.75.0.1,"operibus
                           reuocat",opere reuocat,,Jurinius,,,,false
critical,ldlt-balex:0.1.1.0.75.2.0,confligitur,confligitur,,Manutius,,,,true
critical,ldlt-balex:0.1.1.0.75.2.0,confligitur,confligit,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.75.2.1,"adiuuante
                           natura","adiuuante
                           natura",M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.75.2.1,"adiuuante
                           natura",adiuuante nostros natura,,Du-Pontet,,,,false
critical,ldlt-balex:0.1.1.0.75.2.2,belli,belli,,Klotz,,,,true
critical,ldlt-balex:0.1.1.0.75.2.2,belli,bellis,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.75.2.2,belli,bellicis,,Stephanus,,,,false
critical,ldlt-balex:0.1.1.0.75.2.3,iis in quibus,iis in quibus,,Larsen,,,,true
critical,ldlt-balex:0.1.1.0.75.2.3,iis in quibus,(e/i)is quibus,M S,,,,,false
critical,ldlt-balex:0.1.1.0.75.2.3,iis in quibus,eius quibus,U,,,,,false
critical,ldlt-balex:0.1.1.0.75.2.3,iis in quibus,quibus,T V,,,,,false
critical,ldlt-balex:0.1.1.0.75.2.3,iis in quibus,"in
                           quibus",,,,low,conjecture,false
critical,ldlt-balex:0.1.1.0.76.0.0,"ueterana legio
                           sexta","ueterana legio
                           sexta",U T V,,,,,true
critical,ldlt-balex:0.1.1.0.76.0.0,"ueterana legio
                           sexta","ueterana sexta
                           legio",M,,,,,false
critical,ldlt-balex:0.1.1.0.76.0.0,"ueterana legio
                           sexta",ueterana religio,Sc,,,,,false
critical,ldlt-balex:0.1.1.0.76.0.0,"ueterana legio
                           sexta",ueterata religio,Sac,,,,,false
critical,ldlt-balex:0.1.1.0.76.0.1,in procliui,in procliui,M U S,,,,,true
critical,ldlt-balex:0.1.1.0.76.0.1,in procliui,procliui,T V,,,,,false
critical,ldlt-balex:0.1.1.0.76.0.1,in procliui,in procliue,,Scaliger,,,,false
critical,ldlt-balex:0.1.1.0.76.1.0,tamen,tamen,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.76.1.0,tamen,temere,,Cornelissen,,,,false
critical,ldlt-balex:0.1.1.0.76.2.0,Defendentibus,Defendentibus,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.76.2.0,Defendentibus,deserentibus,,Lipsius,,,,false
critical,ldlt-balex:0.1.1.0.76.2.1,castra quas,castra quas,M U S,,,,,true
critical,ldlt-balex:0.1.1.0.76.2.1,castra quas,castris quas,T,,,,,false
critical,ldlt-balex:0.1.1.0.76.2.1,castra quas,castra quae,V,,,,,false
critical,ldlt-balex:0.1.1.0.76.3.0,"facultatem
                           attulisset","facultatem
                           attulisset",M U S,,,,,true
critical,ldlt-balex:0.1.1.0.76.3.0,"facultatem
                           attulisset",facultatem,T,,,,,false
critical,ldlt-balex:0.1.1.0.76.3.0,"facultatem
                           attulisset","facultatem
                           attribuisset",V,,,,,false
critical,ldlt-balex:0.1.1.0.77.0.0,eoque,eoque,,Kübler1896a,,,,true
critical,ldlt-balex:0.1.1.0.77.0.0,eoque,miles quoque,,Kübler1896a,,,,false
critical,ldlt-balex:0.1.1.0.77.0.0,eoque,quodque,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.77.0.1,"quod
                           uictoria","quod
                           uictoria",M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.77.0.1,"quod
                           uictoria","quod
                              uictoria",,Dinter,,,,false
critical,ldlt-balex:0.1.1.0.77.1.0,equitibus,equitibus,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.77.1.0,equitibus,equitibusque,,Schneider,,,,false
critical,ldlt-balex:0.1.1.0.77.1.1,relinquit,relinquit,M U V,,,,,true
critical,ldlt-balex:0.1.1.0.77.1.1,relinquit,reliquit,S T,,,,,false
critical,ldlt-balex:0.1.1.0.78.1.0,a quo rem,a quo rem,,Scaliger,,,,true
critical,ldlt-balex:0.1.1.0.78.1.0,a quo rem,quo rem,M U T V,,,,,false
critical,ldlt-balex:0.1.1.0.78.1.0,a quo rem,quorum,S,,,,,false
critical,ldlt-balex:0.1.1.0.78.1.1,quod,quod,M U S T V,,,,,true
critical,ldlt-balex:0.1.1.0.78.1.1,quod,quod regnum,,Larsen,,,,false
critical,ldlt-balex:0.1.1.0.78.1.2,muniuit,muniuit,edprin,,,,,true
critical,ldlt-balex:0.1.1.0.78.1.2,muniuit,munierat,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.78.2.0,legibus,legibus,,Ciacconius,,,,true
critical,ldlt-balex:0.1.1.0.78.2.0,legibus,legibus,M U S T V,,,,,false
critical,ldlt-balex:0.1.1.0.78.2.1,Deiotaro,Deiotaro,M U T V,,,,,true
critical,ldlt-balex:0.1.1.0.78.2.1,Deiotaro,a deiotaro,S,,,,,false
split-entry,app-18.3-oppidum-enatauerunt,oppidum enatauerunt.,oppidum enatauerunt.,M U S T,,,,,true
split-entry,app-19.6-constituerunt,constituerunt.,constituerunt.,M U T V,,,,,true
split-entry,ldlt-balex:0.1.1.0.58.0.2,dictitabat.,dictitabat.,M U S T V,,,,,true
transposition,ldlt-balex:0.1.1.0.66.3.2,,"iure minime dubio, uetustate tamen",,Schiller1889,,,,false
